personId,disp_sunshine,disp_keebler,disp_nabisco,disp_private,feat_sunshine,feat_keebler,feat_nabisco,feat_private,price_sunshine,price_keebler,price_nabisco,price_private,choice,lastChoice,personChoiceId,choiceId,keebler_last_chosen,nabisco_last_chosen,sunshine_last_chosen
26,0,1,0,0,0,0,0,0,1.09,1.04,1.29,0.58999997,private,private,26,599,0,0,0
26,0,0,1,0,0,0,0,0,0.94999999,1.21,0.99000001,0.58999997,private,private,27,600,0,0,0
26,0,0,1,0,0,0,0,0,0.94999999,1.21,0.99000001,0.58999997,private,private,28,601,0,0,0
26,0,0,0,0,0,0,0,0,1.09,1.09,1.29,0.58999997,private,private,29,602,0,0,0
26,0,0,0,0,0,0,0,0,1.09,1.21,1.29,0.58999997,private,private,30,603,0,0,0
26,0,0,0,0,0,0,0,0,0.95999998,1.39,1.09,0.68000001,nabisco,private,31,604,0,0,0
26,0,0,1,0,0,0,0,0,1.29,1.04,1.29,0.58999997,private,nabisco,32,605,0,1,0
27,0,1,0,0,0,0,0,0,0.88999999,0.88999999,1.05,0.64999998,private,sunshine,1,606,0,0,1
27,0,0,0,1,0,0,0,1,0.88999999,0.99000001,0.88999999,0.5,private,private,2,607,0,0,0
27,0,0,0,0,0,0,0,0,0.88999999,1.05,1.05,0.64999998,private,private,3,608,0,0,0
27,0,0,1,0,0,0,0,0,0.88999999,1.02,1.05,0.64999998,private,private,4,609,0,0,0
27,0,0,0,1,0,0,0,1,0.88999999,1.02,1.05,0.5,private,private,5,610,0,0,0
27,0,0,0,1,0,0,0,1,0.88999999,1.0700001,1.15,0.5,private,private,6,611,0,0,0
27,0,1,0,0,0,0,0,0,0.88999999,0.99000001,1.15,0.64999998,private,private,7,612,0,0,0
27,0,0,0,1,0,0,0,1,0.88,1.15,1.25,0.58999997,private,private,8,613,0,0,0
27,0,0,0,1,0,0,0,0,0.88,1.25,1.25,0.64999998,private,private,9,614,0,0,0
27,0,0,1,0,0,0,1,0,0.97000003,1.25,1.09,0.64999998,private,private,10,615,0,0,0
27,0,0,1,0,0,0,1,0,0.97000003,1.17,1.09,0.64999998,private,private,11,616,0,0,0
27,0,0,1,0,0,0,1,0,1.05,1.25,0.99000001,0.64999998,private,private,12,617,0,0,0
27,0,0,1,1,0,0,0,0,1.05,1.25,0.99000001,0.64999998,private,private,13,618,0,0,0
27,0,0,1,1,0,0,0,0,1.05,1.17,1.29,0.64999998,private,private,14,619,0,0,0
27,0,0,1,0,0,0,0,0,1.05,1.17,0.99000001,0.64999998,private,private,15,620,0,0,0
27,0,0,0,0,0,0,0,0,1.05,0.99000001,1.29,0.64999998,private,private,16,621,0,0,0
28,0,0,0,0,0,0,0,0,0.88999999,0.99000001,0.88999999,0.64999998,nabisco,nabisco,1,622,0,1,0
28,0,0,0,0,0,0,0,0,0.88999999,0.99000001,1.05,0.64999998,nabisco,nabisco,2,623,0,1,0
28,0,0,1,0,0,0,1,0,0.79000002,1.05,0.88999999,0.64999998,nabisco,nabisco,3,624,0,1,0
28,0,0,0,0,0,0,0,0,0.88999999,1.02,1.05,0.64999998,nabisco,nabisco,4,625,0,1,0
28,1,0,1,0,1,0,1,0,0.79000002,1.02,0.88999999,0.64999998,nabisco,nabisco,5,626,0,1,0
28,0,0,1,0,0,0,0,0,0.88999999,1.02,0.88999999,0.64999998,nabisco,nabisco,6,627,0,1,0
28,0,0,0,1,0,0,0,1,0.88999999,1.0700001,1.15,0.5,nabisco,nabisco,7,628,0,1,0
28,1,1,0,0,0,1,0,0,0.88999999,0.99000001,1.15,0.64999998,nabisco,nabisco,8,629,0,1,0
28,1,1,0,0,0,0,0,0,0.88999999,0.99000001,1.15,0.60000002,nabisco,nabisco,9,630,0,1,0
28,1,0,0,0,0,0,0,0,0.88999999,1.15,0.99000001,0.60000002,nabisco,nabisco,10,631,0,1,0
28,0,0,1,0,0,0,0,0,0.88999999,1.15,0.99000001,0.60000002,nabisco,nabisco,11,632,0,1,0
28,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,nabisco,nabisco,12,633,0,1,0
28,0,0,0,0,0,0,0,0,0.97000003,1.15,0.74000001,0.60000002,nabisco,nabisco,13,634,0,1,0
28,0,0,0,0,0,0,0,0,0.97000003,1.15,1.25,0.60000002,nabisco,nabisco,14,635,0,1,0
28,0,0,0,0,0,0,0,0,0.97000003,1.25,1.09,0.61000001,nabisco,nabisco,15,636,0,1,0
28,0,1,0,0,0,0,0,0,0.97000003,0.99000001,1.25,0.60000002,nabisco,nabisco,16,637,0,1,0
28,0,1,0,0,0,1,0,0,0.97000003,0.99000001,1.25,0.60000002,nabisco,nabisco,17,638,0,1,0
28,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,nabisco,nabisco,18,639,0,1,0
28,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,nabisco,nabisco,19,640,0,1,0
28,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,nabisco,nabisco,20,641,0,1,0
28,0,0,0,0,0,0,1,0,0.97000003,1.09,1.09,0.60000002,nabisco,nabisco,21,642,0,1,0
28,0,0,0,0,0,0,0,0,0.97000003,1.09,1.09,0.60000002,nabisco,nabisco,22,643,0,1,0
28,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.93000001,nabisco,nabisco,23,644,0,1,0
28,0,0,1,0,0,0,0,0,1.09,1.21,0.99000001,0.83999997,nabisco,nabisco,24,645,0,1,0
28,0,1,1,0,0,1,0,0,0.88999999,1.09,1.29,0.95999998,nabisco,nabisco,25,646,0,1,0
28,0,1,1,0,0,0,0,0,1.09,1.09,1.29,0.95999998,nabisco,nabisco,26,647,0,1,0
28,0,1,1,0,0,0,0,0,1.09,1.09,1.29,0.95999998,nabisco,nabisco,27,648,0,1,0
28,0,0,1,0,0,0,0,0,1.1900001,1.25,0.88999999,0.68000001,nabisco,nabisco,28,649,0,1,0
28,0,0,0,1,0,0,0,0,1.29,1.04,1.29,0.95999998,nabisco,nabisco,29,650,0,1,0
28,0,0,0,0,0,0,0,0,1.09,1.25,1.29,0.68000001,nabisco,nabisco,30,651,0,1,0
29,1,0,1,0,0,0,0,0,0.69,1.09,1.09,0.70999998,nabisco,nabisco,1,652,0,1,0
29,0,0,1,0,0,0,0,0,0.99000001,0.99000001,0.99000001,0.70999998,nabisco,nabisco,2,653,0,1,0
29,1,0,0,0,0,0,0,0,0.58999997,1.09,0.88999999,0.77999997,nabisco,nabisco,3,654,0,1,0
29,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.77999997,nabisco,nabisco,4,655,0,1,0
29,0,0,0,0,0,0,0,0,0.95999998,1.1900001,1.1900001,0.68000001,nabisco,nabisco,5,656,0,1,0
29,0,0,0,0,0,0,0,0,0.88999999,1.1900001,0.99000001,0.77999997,nabisco,nabisco,6,657,0,1,0
29,0,0,1,0,0,0,0,0,0.88,1.15,1.25,0.64999998,nabisco,nabisco,7,658,0,1,0
29,0,0,0,0,0,0,0,0,0.79000002,1.21,1.1900001,0.63999999,nabisco,nabisco,8,659,0,1,0
29,1,0,1,0,1,0,0,0,0.79000002,1.21,1.09,0.77999997,nabisco,nabisco,9,660,0,1,0
29,0,0,1,0,0,0,0,0,1.09,1.09,1.09,0.95999998,nabisco,nabisco,10,661,0,1,0
29,0,0,0,0,0,0,0,0,0.98000002,1.13,1.09,0.79000002,nabisco,nabisco,11,662,0,1,0
29,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.93000001,nabisco,nabisco,12,663,0,1,0
29,0,0,1,0,0,0,0,0,0.94999999,1.21,0.99000001,0.81999999,nabisco,nabisco,13,664,0,1,0
29,0,0,0,0,0,0,0,0,1.09,1.09,1.29,0.79000002,nabisco,nabisco,14,665,0,1,0
30,0,0,0,0,0,0,0,0,0.95999998,1.1900001,0.79000002,0.68000001,nabisco,nabisco,1,666,0,1,0
30,1,0,0,0,0,0,0,0,0.49000001,1.09,1.09,0.77999997,sunshine,nabisco,2,667,0,1,0
30,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.77999997,nabisco,sunshine,3,668,0,0,1
30,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.77999997,nabisco,nabisco,4,669,0,1,0
30,0,0,0,0,0,0,0,0,0.99000001,1.1900001,0.99000001,0.70999998,nabisco,nabisco,5,670,0,1,0
30,0,0,0,0,0,0,0,0,1.09,1.1900001,0.99000001,0.70999998,nabisco,nabisco,6,671,0,1,0
30,0,0,0,0,0,0,0,0,0.95999998,1.29,1.05,0.68000001,nabisco,nabisco,7,672,0,1,0
30,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.77999997,nabisco,nabisco,8,673,0,1,0
30,1,0,0,0,0,0,0,0,0.88,1.09,1.05,0.57999998,sunshine,nabisco,9,674,0,1,0
30,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.88999999,private,sunshine,10,675,0,0,1
30,0,0,1,0,0,0,0,0,0.98000002,1.1900001,1.29,0.88999999,private,private,11,676,0,0,0
30,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.77999997,nabisco,private,12,677,0,0,0
30,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.79000002,nabisco,nabisco,13,678,0,1,0
30,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.86000001,nabisco,nabisco,14,679,0,1,0
30,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.83999997,nabisco,nabisco,15,680,0,1,0
30,0,0,1,0,0,0,1,0,0.88999999,1.21,0.99000001,0.86000001,nabisco,nabisco,16,681,0,1,0
30,0,1,0,0,0,0,0,0,1.09,1.21,0.99000001,0.81999999,nabisco,nabisco,17,682,0,1,0
30,0,0,0,0,0,0,0,0,1.09,1.16,1.29,0.79000002,nabisco,nabisco,18,683,0,1,0
31,0,0,1,0,0,0,1,0,0.88999999,0.99000001,0.88999999,0.64999998,nabisco,nabisco,1,684,0,1,0
31,0,0,0,0,0,0,0,0,0.88999999,0.99000001,1.05,0.64999998,private,nabisco,2,685,0,1,0
31,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.88999999,private,private,3,686,0,0,0
31,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.88999999,private,private,4,687,0,0,0
31,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.88999999,private,private,5,688,0,0,0
31,0,0,0,0,0,0,0,0,0.79000002,1.02,1.05,0.64999998,private,private,6,689,0,0,0
31,0,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.88999999,private,private,7,690,0,0,0
31,0,0,0,0,0,0,1,0,0.99000001,1.08,0.88999999,0.68000001,nabisco,private,8,691,0,0,0
31,0,0,0,0,0,0,0,0,1.03,1.09,1.1900001,0.69,private,nabisco,9,692,0,1,0
31,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.88999999,private,private,10,693,0,0,0
31,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.88999999,private,private,11,694,0,0,0
31,0,0,1,1,0,0,0,0,0.98000002,1.21,1.1900001,0.69,private,private,12,695,0,0,0
31,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.64999998,private,private,13,696,0,0,0
31,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.88999999,private,private,14,697,0,0,0
31,0,0,0,0,0,0,0,0,1.09,1.35,1.29,0.73000002,private,private,15,698,0,0,0
31,0,0,1,0,0,0,1,0,1.05,1.25,0.99000001,0.64999998,private,private,16,699,0,0,0
31,0,1,1,0,0,1,0,0,0.88999999,1.09,1.29,1.15,private,private,17,700,0,0,0
31,0,0,0,1,0,0,0,0,1.05,1.25,0.99000001,0.61000001,nabisco,private,18,701,0,0,0
31,0,0,0,0,0,0,0,0,1.1900001,1.2,1.09,0.88999999,nabisco,nabisco,19,702,0,1,0
31,0,0,1,0,0,0,0,0,1.1900001,1.25,0.88999999,0.68000001,nabisco,nabisco,20,703,0,1,0
32,0,1,1,0,0,0,0,0,0.88999999,0.99000001,0.88999999,0.61000001,nabisco,nabisco,1,704,0,1,0
32,0,0,1,0,1,0,0,0,0.69,1.09,0.79000002,0.61000001,nabisco,nabisco,2,705,0,1,0
32,0,0,0,1,1,0,1,0,0.79000002,1.04,0.88999999,0.62,nabisco,nabisco,3,706,0,1,0
32,0,1,0,0,0,1,0,0,0.79000002,0.99000001,1.1900001,0.61000001,nabisco,nabisco,4,707,0,1,0
32,0,1,0,0,0,0,0,1,0.79000002,1.15,0.99000001,0.52999997,nabisco,nabisco,5,708,0,1,0
32,0,0,0,0,1,1,0,0,0.88,0.99000001,1.1900001,0.61000001,nabisco,nabisco,6,709,0,1,0
32,0,0,1,1,0,0,0,0,0.97000003,1.15,1.09,0.61000001,nabisco,nabisco,7,710,0,1,0
32,0,1,1,0,0,0,0,0,0.97000003,1.29,0.74000001,0.61000001,nabisco,nabisco,8,711,0,1,0
32,0,0,0,0,0,0,0,0,1.03,1.29,1.09,0.61000001,nabisco,nabisco,9,712,0,1,0
32,0,0,0,1,0,0,0,0,1.05,1.1900001,1.05,0.57999998,nabisco,nabisco,10,713,0,1,0
32,0,0,0,0,0,0,0,0,1.05,1.25,0.99000001,0.61000001,nabisco,nabisco,11,714,0,1,0
32,0,1,0,0,0,0,0,0,1.05,1.29,1.25,0.61000001,nabisco,nabisco,12,715,0,1,0
32,0,0,0,0,0,0,1,0,1.05,1.29,0.99000001,0.61000001,nabisco,nabisco,13,716,0,1,0
33,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.55000001,private,nabisco,1,717,0,1,0
33,0,0,1,0,0,0,1,0,0.79000002,1.05,0.88999999,0.64999998,nabisco,private,2,718,0,0,0
33,0,0,0,0,0,0,0,0,0.88999999,1.02,1.05,0.64999998,nabisco,nabisco,3,719,0,1,0
33,1,0,1,0,0,0,1,0,0.88999999,1.02,0.88999999,0.64999998,nabisco,nabisco,4,720,0,1,0
33,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.88,0.58999997,nabisco,nabisco,5,721,0,1,0
33,0,0,0,0,0,0,0,0,0.88999999,1.0700001,1.15,0.64999998,sunshine,nabisco,6,722,0,1,0
33,1,1,0,0,0,1,0,0,0.88999999,0.99000001,1.15,0.64999998,keebler,sunshine,7,723,0,0,1
33,0,0,0,0,0,0,0,0,0.99000001,1.1900001,0.99000001,0.70999998,nabisco,keebler,8,724,1,0,0
33,0,0,0,0,0,0,0,0,1.09,1.1900001,0.99000001,0.55000001,private,nabisco,9,725,0,1,0
33,0,0,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.77999997,keebler,private,10,726,0,0,0
33,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,sunshine,keebler,11,727,1,0,0
33,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.55000001,private,sunshine,12,728,0,0,1
33,0,0,0,0,0,0,1,0,0.98000002,1.21,1.1900001,0.69,private,private,13,729,0,0,0
33,0,0,0,0,0,0,0,0,0.98000002,1.21,1.1900001,0.69,private,private,14,730,0,0,0
33,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.77999997,nabisco,private,15,731,0,0,0
33,0,0,1,0,0,0,0,0,0.98000002,1.1900001,1.29,0.55000001,private,nabisco,16,732,0,1,0
33,0,1,0,0,0,0,0,0,0.97000003,0.99000001,1.25,0.60000002,keebler,private,17,733,0,0,0
33,1,0,1,0,0,0,0,0,0.79000002,1.21,1.09,0.77999997,sunshine,keebler,18,734,1,0,0
33,0,1,1,0,0,0,0,0,0.88,0.98000002,1.08,0.57999998,nabisco,sunshine,19,735,0,0,1
33,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,nabisco,nabisco,20,736,0,1,0
33,0,0,0,0,0,0,1,0,0.97000003,1.09,1.09,0.60000002,nabisco,nabisco,21,737,0,1,0
33,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.93000001,nabisco,nabisco,22,738,0,1,0
33,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.58999997,private,nabisco,23,739,0,1,0
33,0,0,1,0,0,0,0,0,1.09,1.21,1.29,1.05,private,private,24,740,0,0,0
33,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.58999997,private,private,25,741,0,0,0
33,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.58999997,private,private,26,742,0,0,0
33,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.64999998,nabisco,private,27,743,0,0,0
33,0,0,0,1,0,0,0,0,0.93000001,1.1900001,1.0,0.63,nabisco,nabisco,28,744,0,1,0
33,0,1,0,0,0,0,0,0,1.05,1.17,1.29,0.64999998,nabisco,nabisco,29,745,0,1,0
33,0,1,1,0,0,0,0,0,1.09,1.09,1.29,1.15,private,nabisco,30,746,0,1,0
33,0,1,0,1,0,0,0,0,0.93000001,1.12,1.1900001,0.63,nabisco,private,31,747,0,0,0
33,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,nabisco,nabisco,32,748,0,1,0
33,0,0,0,0,0,0,0,0,0.94999999,1.25,0.99000001,0.81999999,nabisco,nabisco,33,749,0,1,0
33,0,0,0,0,0,0,0,0,0.93000001,1.12,1.1900001,0.63999999,nabisco,nabisco,34,750,0,1,0
33,0,0,0,0,0,0,0,0,1.09,1.16,1.29,0.88999999,private,nabisco,35,751,0,1,0
33,0,0,0,1,0,0,0,0,0.94999999,1.04,0.99000001,0.79000002,private,private,36,752,0,0,0
33,0,0,0,1,0,0,0,1,1.24,1.05,0.98000002,0.38,private,private,37,753,0,0,0
33,0,0,1,1,0,0,0,0,1.29,1.04,1.1799999,0.95999998,nabisco,private,38,754,0,0,0
34,0,1,0,0,0,0,0,0,0.88999999,0.88999999,1.05,0.64999998,nabisco,nabisco,1,755,0,1,0
34,0,0,1,1,0,0,0,1,0.88999999,0.99000001,0.88999999,0.5,nabisco,nabisco,2,756,0,1,0
34,0,0,1,0,0,0,0,0,0.88999999,0.99000001,0.88999999,0.64999998,nabisco,nabisco,3,757,0,1,0
34,1,0,1,0,0,0,1,0,0.79000002,1.05,0.88999999,0.64999998,nabisco,nabisco,4,758,0,1,0
34,0,0,1,0,0,0,0,0,0.79000002,1.05,0.88999999,0.64999998,nabisco,nabisco,5,759,0,1,0
34,0,0,0,0,0,0,0,0,0.79000002,1.02,1.05,0.64999998,nabisco,nabisco,6,760,0,1,0
34,0,0,0,1,0,0,0,1,0.88999999,1.0700001,1.15,0.5,private,nabisco,7,761,0,1,0
34,1,1,0,0,0,0,0,0,0.88999999,0.99000001,1.15,0.60000002,nabisco,private,8,762,0,0,0
34,0,0,1,0,0,0,1,0,0.88999999,1.15,0.99000001,0.60000002,nabisco,nabisco,9,763,0,1,0
34,0,0,1,0,0,0,0,0,0.88,0.99000001,1.15,0.60000002,keebler,nabisco,10,764,0,1,0
34,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,nabisco,keebler,11,765,1,0,0
34,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,nabisco,nabisco,12,766,0,1,0
34,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.60000002,nabisco,nabisco,13,767,0,1,0
34,0,1,0,0,0,1,0,0,0.97000003,0.99000001,1.25,0.60000002,nabisco,nabisco,14,768,0,1,0
34,0,1,0,0,0,0,0,0,0.97000003,1.25,1.09,0.60000002,nabisco,nabisco,15,769,0,1,0
34,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.60000002,nabisco,nabisco,16,770,0,1,0
34,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,nabisco,nabisco,17,771,0,1,0
34,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.60000002,nabisco,nabisco,18,772,0,1,0
34,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.64999998,nabisco,nabisco,19,773,0,1,0
34,0,0,1,0,0,0,1,0,1.05,1.25,0.99000001,0.64999998,nabisco,nabisco,20,774,0,1,0
34,0,0,1,1,0,0,1,0,1.05,1.25,0.99000001,0.64999998,nabisco,nabisco,21,775,0,1,0
34,0,1,0,0,0,0,0,0,1.05,1.17,1.29,0.64999998,nabisco,nabisco,22,776,0,1,0
34,0,1,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,nabisco,nabisco,23,777,0,1,0
34,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,nabisco,nabisco,24,778,0,1,0
34,0,0,0,0,0,0,0,0,1.05,0.99000001,1.29,0.58999997,private,nabisco,25,779,0,1,0
34,0,0,0,0,0,0,0,0,1.24,1.05,1.1900001,0.63999999,nabisco,private,26,780,0,0,0
34,0,0,1,0,0,0,0,0,1.05,1.29,0.99000001,0.64999998,nabisco,nabisco,27,781,0,1,0
34,0,0,0,0,0,0,0,0,1.05,1.29,1.29,0.64999998,nabisco,nabisco,28,782,0,1,0
35,0,0,1,1,0,0,0,1,0.88999999,0.99000001,0.88999999,0.5,nabisco,nabisco,1,783,0,1,0
35,0,0,0,0,0,0,0,0,0.88999999,0.99000001,1.05,0.64999998,nabisco,nabisco,2,784,0,1,0
35,1,0,1,0,1,0,0,0,0.69,1.05,0.88999999,0.64999998,nabisco,nabisco,3,785,0,1,0
35,1,1,0,0,0,0,0,0,0.88999999,0.99000001,1.15,0.60000002,nabisco,nabisco,4,786,0,1,0
35,0,0,1,0,0,0,1,0,0.88999999,1.15,0.99000001,0.60000002,nabisco,nabisco,5,787,0,1,0
35,0,0,1,0,0,0,0,0,0.97000003,1.15,0.99000001,0.60000002,nabisco,nabisco,6,788,0,1,0
35,0,0,0,1,0,0,1,1,0.97000003,1.15,1.09,0.56999999,nabisco,nabisco,7,789,0,1,0
35,0,1,0,0,0,1,0,0,0.97000003,0.99000001,1.25,0.60000002,nabisco,nabisco,8,790,0,1,0
35,0,0,0,0,0,0,0,0,0.97000003,1.25,1.09,0.60000002,nabisco,nabisco,9,791,0,1,0
35,0,1,1,1,0,0,0,0,0.97000003,1.09,1.09,0.60000002,nabisco,nabisco,10,792,0,1,0
35,0,0,1,1,0,0,0,1,1.05,1.25,0.99000001,0.5,nabisco,nabisco,11,793,0,1,0
35,0,1,1,0,0,0,0,0,1.05,1.25,0.99000001,0.58999997,nabisco,nabisco,12,794,0,1,0
35,0,1,0,0,0,1,0,0,1.05,0.99000001,1.29,0.58999997,nabisco,nabisco,13,795,0,1,0
35,0,0,1,0,0,0,1,0,1.05,1.29,0.99000001,0.58999997,nabisco,nabisco,14,796,0,1,0
35,0,0,1,1,0,0,0,0,1.29,1.04,1.1799999,0.95999998,nabisco,nabisco,15,797,0,1,0
36,1,0,1,0,0,0,1,0,0.68000001,0.88,0.88,0.58999997,nabisco,private,1,798,0,0,0
36,1,0,0,0,0,0,0,0,0.69,0.88,1.0599999,0.68000001,sunshine,nabisco,2,799,0,1,0
36,1,0,1,0,0,0,0,0,0.85000002,1.08,0.88999999,0.68000001,nabisco,sunshine,3,800,0,0,1
36,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.55000001,private,nabisco,4,801,0,1,0
36,0,0,0,0,0,0,0,0,0.93000001,0.98000002,0.88,0.58999997,nabisco,private,5,802,0,0,0
36,0,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.88999999,private,nabisco,6,803,0,1,0
36,0,0,0,0,0,0,0,0,0.98000002,1.05,1.09,0.55000001,private,private,7,804,0,0,0
36,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.55000001,private,private,8,805,0,0,0
36,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.55000001,private,private,9,806,0,0,0
36,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.72000003,private,private,10,807,0,0,0
36,0,1,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.83999997,nabisco,private,11,808,0,0,0
36,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.77999997,nabisco,nabisco,12,809,0,1,0
36,0,0,0,0,0,0,0,0,0.97000003,1.15,0.99000001,0.61000001,nabisco,nabisco,13,810,0,1,0
36,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.88999999,private,nabisco,14,811,0,1,0
36,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.77999997,nabisco,private,15,812,0,0,0
36,0,0,1,1,0,0,0,0,0.98000002,1.21,1.1900001,0.63999999,nabisco,nabisco,16,813,0,1,0
36,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.62,private,nabisco,17,814,0,1,0
36,0,1,0,0,0,0,1,0,1.09,1.1900001,1.09,0.68000001,keebler,private,18,815,0,0,0
36,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.58999997,private,keebler,19,816,1,0,0
36,1,0,0,0,1,0,1,0,0.79000002,1.24,0.99000001,0.68000001,nabisco,private,20,817,0,0,0
36,0,1,1,0,0,1,0,0,0.88999999,1.09,1.29,0.95999998,nabisco,nabisco,21,818,0,1,0
36,0,0,1,0,0,0,0,0,0.94999999,1.1900001,1.29,0.88999999,private,nabisco,22,819,0,1,0
36,0,1,0,0,0,1,0,0,1.05,0.99000001,1.29,0.58999997,keebler,private,23,820,0,0,0
36,0,0,1,0,0,0,1,0,1.05,1.29,0.99000001,0.58999997,nabisco,keebler,24,821,1,0,0
36,0,0,0,1,0,0,0,0,1.09,1.04,0.99000001,0.79000002,private,nabisco,25,822,0,1,0
36,0,0,0,1,0,0,0,0,0.94999999,1.04,1.23,1.15,private,private,26,823,0,0,0
36,0,0,0,1,0,0,0,0,1.29,1.04,1.23,1.15,private,private,27,824,0,0,0
37,0,0,0,0,0,0,0,0,0.99000001,0.99000001,1.09,0.55000001,private,nabisco,1,825,0,1,0
37,0,0,1,0,0,0,0,0,0.99000001,1.09,0.99000001,0.55000001,private,private,2,826,0,0,0
37,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.55000001,private,private,3,827,0,0,0
37,1,0,1,0,0,0,0,0,0.88999999,1.04,0.99000001,0.61000001,sunshine,private,4,828,0,0,0
37,0,1,0,0,0,1,0,0,0.88999999,0.99000001,1.15,0.64999998,private,sunshine,5,829,0,0,1
37,0,0,0,0,0,0,0,0,0.99000001,1.1900001,0.99000001,0.55000001,private,private,6,830,0,0,0
37,1,0,0,0,0,0,0,0,0.79000002,1.21,1.1900001,0.55000001,private,private,7,831,0,0,0
37,0,0,1,0,0,0,1,0,0.97000003,1.25,1.09,0.64999998,private,private,8,832,0,0,0
37,0,0,1,0,0,0,0,0,1.09,1.21,1.09,0.58999997,private,private,9,833,0,0,0
37,0,0,1,0,0,0,1,0,0.97000003,1.17,1.09,0.64999998,private,private,10,834,0,0,0
37,0,0,0,0,0,0,0,0,0.98000002,1.13,1.11,0.58999997,private,private,11,835,0,0,0
37,0,0,0,0,0,0,0,0,1.09,1.21,1.29,0.91000003,nabisco,private,12,836,0,0,0
37,0,0,0,0,0,0,0,0,1.09,1.16,1.29,0.58999997,private,nabisco,13,837,0,1,0
37,0,0,0,0,0,0,0,0,1.09,1.04,0.99000001,0.58999997,private,private,14,838,0,0,0
37,0,0,0,0,0,0,0,0,1.09,1.04,0.99000001,0.79000002,private,private,15,839,0,0,0
37,0,0,1,0,0,0,0,0,1.29,1.04,1.29,0.58999997,private,private,16,840,0,0,0
38,1,0,0,0,1,0,0,0,0.57999998,0.88,0.88,0.58999997,nabisco,nabisco,1,841,0,1,0
38,1,0,1,0,0,0,1,0,0.68000001,0.88,0.88,0.58999997,nabisco,nabisco,2,842,0,1,0
38,1,0,1,0,0,0,0,0,0.77999997,0.88,0.88,0.58999997,nabisco,nabisco,3,843,0,1,0
