customer_id,recency,T,cohort
1498,7,13,highend
1499,7,13,highend
1500,7,13,highend
1501,7,13,highend
1502,7,13,highend
1503,7,13,highend
1504,7,13,highend
1505,7,13,highend
1506,7,13,highend
1507,7,13,highend
1508,7,13,highend
1509,7,13,highend
1510,8,13,highend
1511,8,13,highend
1512,8,13,highend
1513,8,13,highend
1514,8,13,highend
1515,8,13,highend
1516,8,13,highend
1517,8,13,highend
1518,8,13,highend
1519,8,13,highend
1520,8,13,highend
1521,8,13,highend
1522,8,13,highend
1523,8,13,highend
1524,8,13,highend
1525,8,13,highend
1526,8,13,highend
1527,8,13,highend
1528,8,13,highend
1529,8,13,highend
1530,8,13,highend
1531,8,13,highend
1532,8,13,highend
1533,9,13,highend
1534,9,13,highend
1535,9,13,highend
1536,9,13,highend
1537,9,13,highend
1538,9,13,highend
1539,9,13,highend
1540,9,13,highend
1541,9,13,highend
1542,9,13,highend
1543,9,13,highend
1544,9,13,highend
1545,9,13,highend
1546,9,13,highend
1547,9,13,highend
1548,9,13,highend
1549,9,13,highend
1550,9,13,highend
1551,9,13,highend
1552,9,13,highend
1553,9,13,highend
1554,9,13,highend
1555,9,13,highend
1556,10,13,highend
1557,10,13,highend
1558,10,13,highend
1559,10,13,highend
1560,10,13,highend
1561,10,13,highend
1562,10,13,highend
1563,10,13,highend
1564,10,13,highend
1565,10,13,highend
1566,10,13,highend
1567,10,13,highend
1568,10,13,highend
1569,10,13,highend
1570,10,13,highend
1571,10,13,highend
1572,10,13,highend
1573,10,13,highend
1574,11,13,highend
1575,11,13,highend
1576,11,13,highend
1577,11,13,highend
1578,11,13,highend
1579,11,13,highend
1580,11,13,highend
1581,11,13,highend
1582,11,13,highend
1583,11,13,highend
1584,11,13,highend
1585,11,13,highend
1586,11,13,highend
1587,11,13,highend
1588,11,13,highend
1589,11,13,highend
1590,11,13,highend
1591,11,13,highend
1592,12,13,highend
1593,12,13,highend
1594,12,13,highend
1595,12,13,highend
1596,12,13,highend
1597,12,13,highend
1598,12,13,highend
1599,12,13,highend
1600,12,13,highend
1601,12,13,highend
1602,12,13,highend
1603,12,13,highend
1604,12,13,highend
1605,12,13,highend
1606,12,13,highend
1607,12,13,highend
1608,13,13,highend
1609,13,13,highend
1610,13,13,highend
1611,13,13,highend
1612,13,13,highend
1613,13,13,highend
1614,13,13,highend
1615,13,13,highend
1616,13,13,highend
1617,13,13,highend
1618,13,13,highend
1619,13,13,highend
1620,13,13,highend
1621,13,13,highend
1622,13,13,highend
1623,13,13,highend
1624,13,13,highend
1625,13,13,highend
1626,13,13,highend
1627,13,13,highend
1628,13,13,highend
1629,13,13,highend
1630,13,13,highend
1631,13,13,highend
1632,13,13,highend
1633,13,13,highend
1634,13,13,highend
1635,13,13,highend
1636,13,13,highend
1637,13,13,highend
1638,13,13,highend
1639,13,13,highend
1640,13,13,highend
1641,13,13,highend
1642,13,13,highend
1643,13,13,highend
1644,13,13,highend
1645,13,13,highend
1646,13,13,highend
1647,13,13,highend
1648,13,13,highend
1649,13,13,highend
1650,13,13,highend
1651,13,13,highend
1652,13,13,highend
1653,13,13,highend
1654,13,13,highend
1655,13,13,highend
1656,13,13,highend
1657,13,13,highend
1658,13,13,highend
1659,13,13,highend
1660,13,13,highend
1661,13,13,highend
1662,13,13,highend
1663,13,13,highend
1664,13,13,highend
1665,13,13,highend
1666,13,13,highend
1667,13,13,highend
1668,13,13,highend
1669,13,13,highend
1670,13,13,highend
1671,13,13,highend
1672,13,13,highend
1673,13,13,highend
1674,13,13,highend
1675,13,13,highend
1676,13,13,highend
1677,13,13,highend
1678,13,13,highend
1679,13,13,highend
1680,13,13,highend
1681,13,13,highend
1682,13,13,highend
1683,13,13,highend
1684,13,13,highend
1685,13,13,highend
1686,13,13,highend
1687,13,13,highend
1688,13,13,highend
1689,13,13,highend
1690,13,13,highend
1691,13,13,highend
1692,13,13,highend
1693,13,13,highend
1694,13,13,highend
1695,13,13,highend
1696,13,13,highend
1697,13,13,highend
1698,13,13,highend
1699,13,13,highend
1700,13,13,highend
1701,13,13,highend
1702,13,13,highend
1703,13,13,highend
1704,13,13,highend
1705,13,13,highend
1706,13,13,highend
1707,13,13,highend
1708,13,13,highend
1709,13,13,highend
1710,13,13,highend
1711,13,13,highend
1712,13,13,highend
1713,13,13,highend
1714,13,13,highend
1715,13,13,highend
1716,13,13,highend
1717,13,13,highend
1718,13,13,highend
1719,13,13,highend
1720,13,13,highend
1721,13,13,highend
1722,13,13,highend
1723,13,13,highend
1724,13,13,highend
1725,13,13,highend
1726,13,13,highend
1727,13,13,highend
1728,13,13,highend
1729,13,13,highend
1730,13,13,highend
1731,13,13,highend
1732,13,13,highend
1733,13,13,highend
1734,13,13,highend
1735,13,13,highend
1736,13,13,highend
1737,13,13,highend
1738,13,13,highend
1739,13,13,highend
1740,13,13,highend
1741,13,13,highend
1742,13,13,highend
1743,13,13,highend
1744,13,13,highend
1745,13,13,highend
1746,13,13,highend
1747,13,13,highend
1748,13,13,highend
1749,13,13,highend
1750,13,13,highend
1751,13,13,highend
1752,13,13,highend
1753,13,13,highend
1754,13,13,highend
1755,13,13,highend
1756,13,13,highend
1757,13,13,highend
1758,13,13,highend
1759,13,13,highend
1760,13,13,highend
1761,13,13,highend
1762,13,13,highend
1763,13,13,highend
1764,13,13,highend
1765,13,13,highend
1766,13,13,highend
1767,13,13,highend
1768,13,13,highend
1769,13,13,highend
1770,13,13,highend
1771,13,13,highend
1772,13,13,highend
1773,13,13,highend
1774,13,13,highend
1775,13,13,highend
1776,13,13,highend
1777,13,13,highend
1778,13,13,highend
1779,13,13,highend
1780,13,13,highend
1781,13,13,highend
1782,13,13,highend
1783,13,13,highend
1784,13,13,highend
1785,13,13,highend
1786,13,13,highend
1787,13,13,highend
1788,13,13,highend
1789,13,13,highend
1790,13,13,highend
1791,13,13,highend
1792,13,13,highend
1793,13,13,highend
1794,13,13,highend
1795,13,13,highend
1796,13,13,highend
1797,13,13,highend
1798,13,13,highend
1799,13,13,highend
1800,13,13,highend
1801,13,13,highend
1802,13,13,highend
1803,13,13,highend
1804,13,13,highend
1805,13,13,highend
1806,13,13,highend
1807,13,13,highend
1808,13,13,highend
1809,13,13,highend
1810,13,13,highend
1811,13,13,highend
1812,13,13,highend
1813,13,13,highend
1814,13,13,highend
1815,13,13,highend
1816,13,13,highend
1817,13,13,highend
1818,13,13,highend
1819,13,13,highend
1820,13,13,highend
1821,13,13,highend
1822,13,13,highend
1823,13,13,highend
1824,13,13,highend
1825,13,13,highend
1826,13,13,highend
1827,13,13,highend
1828,13,13,highend
1829,13,13,highend
1830,13,13,highend
1831,13,13,highend
1832,13,13,highend
1833,13,13,highend
1834,13,13,highend
1835,13,13,highend
1836,13,13,highend
1837,13,13,highend
1838,13,13,highend
1839,13,13,highend
1840,13,13,highend
1841,13,13,highend
1842,13,13,highend
1843,13,13,highend
1844,13,13,highend
1845,13,13,highend
1846,13,13,highend
1847,13,13,highend
1848,13,13,highend
1849,13,13,highend
1850,13,13,highend
1851,13,13,highend
1852,13,13,highend
1853,13,13,highend
1854,13,13,highend
1855,13,13,highend
1856,13,13,highend
1857,13,13,highend
1858,13,13,highend
1859,13,13,highend
1860,13,13,highend
1861,13,13,highend
1862,13,13,highend
1863,13,13,highend
1864,13,13,highend
1865,13,13,highend
1866,13,13,highend
1867,13,13,highend
1868,13,13,highend
1869,13,13,highend
1870,13,13,highend
1871,13,13,highend
1872,13,13,highend
1873,13,13,highend
1874,13,13,highend
1875,13,13,highend
1876,13,13,highend
1877,13,13,highend
1878,13,13,highend
1879,13,13,highend
1880,13,13,highend
1881,13,13,highend
1882,13,13,highend
1883,13,13,highend
1884,13,13,highend
1885,13,13,highend
1886,13,13,highend
1887,13,13,highend
1888,13,13,highend
1889,13,13,highend
1890,13,13,highend
1891,13,13,highend
1892,13,13,highend
1893,13,13,highend
1894,13,13,highend
1895,13,13,highend
1896,13,13,highend
1897,13,13,highend
1898,13,13,highend
1899,13,13,highend
1900,13,13,highend
1901,13,13,highend
1902,13,13,highend
1903,13,13,highend
1904,13,13,highend
1905,13,13,highend
1906,13,13,highend
1907,13,13,highend
1908,13,13,highend
1909,13,13,highend
1910,13,13,highend
1911,13,13,highend
1912,13,13,highend
1913,13,13,highend
1914,13,13,highend
1915,13,13,highend
1916,13,13,highend
1917,13,13,highend
1918,13,13,highend
1919,13,13,highend
1920,13,13,highend
1921,13,13,highend
1922,13,13,highend
1923,13,13,highend
1924,13,13,highend
1925,13,13,highend
1926,13,13,highend
1927,13,13,highend
1928,13,13,highend
1929,13,13,highend
1930,13,13,highend
1931,13,13,highend
1932,13,13,highend
1933,13,13,highend
1934,13,13,highend
1935,13,13,highend
1936,13,13,highend
1937,13,13,highend
1938,13,13,highend
1939,13,13,highend
1940,13,13,highend
1941,13,13,highend
1942,13,13,highend
1943,13,13,highend
1944,13,13,highend
1945,13,13,highend
1946,13,13,highend
1947,13,13,highend
1948,13,13,highend
1949,13,13,highend
1950,13,13,highend
1951,13,13,highend
1952,13,13,highend
1953,13,13,highend
1954,13,13,highend
1955,13,13,highend
1956,13,13,highend
1957,13,13,highend
1958,13,13,highend
1959,13,13,highend
1960,13,13,highend
1961,13,13,highend
1962,13,13,highend
1963,13,13,highend
1964,13,13,highend
1965,13,13,highend
1966,13,13,highend
1967,13,13,highend
1968,13,13,highend
1969,13,13,highend
1970,13,13,highend
1971,13,13,highend
1972,13,13,highend
1973,13,13,highend
1974,13,13,highend
1975,13,13,highend
1976,13,13,highend
1977,13,13,highend
1978,13,13,highend
1979,13,13,highend
1980,13,13,highend
1981,13,13,highend
1982,13,13,highend
1983,13,13,highend
1984,13,13,highend
1985,13,13,highend
1986,13,13,highend
1987,13,13,highend
1988,13,13,highend
1989,13,13,highend
1990,13,13,highend
1991,13,13,highend
1992,13,13,highend
1993,13,13,highend
1994,13,13,highend
1995,13,13,highend
1996,13,13,highend
1997,13,13,highend
1998,13,13,highend
1999,13,13,highend
2000,13,13,highend
