GROUP	SURVEY	SP	ID	PURPOSE	FIRST	TICKET	WHO	LUGGAGE	AGE	MALE	INCOME	GA	ORIGIN	DEST	TRAIN_AV	CAR_AV	SM_AV	TRAIN_TT	TRAIN_CO	TRAIN_HE	SM_TT	SM_CO	SM_HE	SM_SEATS	CAR_TT	CAR_CO	CHOICE
2	0	1	266	3	0	2	1	1	5	1	2	0	25	22	1	1	1	74	12	60	48	14	20	0	48	8	2
2	0	1	266	3	0	2	1	1	5	1	2	0	25	22	1	1	1	74	9	30	50	11	10	1	48	10	2
2	0	1	266	3	0	2	1	1	5	1	2	0	25	22	1	1	1	74	10	60	50	16	30	0	60	10	3
2	0	1	266	3	0	2	1	1	5	1	2	0	25	22	1	1	1	81	12	30	50	15	30	0	48	13	2
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	109	15	30	44	18	10	0	0	0	2
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	109	15	120	40	23	10	1	0	0	1
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	109	13	30	37	20	20	0	0	0	1
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	88	13	60	37	20	30	1	0	0	2
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	95	15	30	37	19	30	1	0	0	1
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	95	13	30	40	16	10	1	0	0	2
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	95	18	60	37	20	20	0	0	0	2
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	109	18	30	40	23	30	0	0	0	2
2	0	1	267	3	0	2	1	1	1	0	4	0	2	22	1	0	1	95	15	60	40	23	30	0	0	0	1
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	38	12	120	14	15	20	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	45	12	60	16	18	30	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	35	12	30	12	14	10	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	35	10	30	14	16	20	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	45	9	60	14	11	20	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	38	9	120	12	14	10	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	35	12	120	16	18	10	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	45	10	60	12	12	10	0	0	0	2
2	0	1	268	3	0	2	1	1	1	1	1	0	25	22	1	0	1	35	9	30	16	12	30	0	0	0	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	122	76	120	45	83	30	1	70	50	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	94	57	120	48	65	30	0	91	40	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	122	57	120	52	70	20	1	56	40	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	103	57	60	52	70	10	0	91	65	1
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	103	63	120	52	71	30	0	56	65	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	94	63	60	52	71	20	1	91	50	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	94	76	60	48	86	10	1	70	40	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	94	63	120	45	76	20	0	70	65	2
2	0	1	269	3	0	3	1	1	1	0	1	0	22	2	1	1	1	103	76	30	52	98	20	1	70	65	2
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	197	114	120	111	116	30	1	0	0	2
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	155	85	120	114	98	30	0	0	0	2
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	197	85	120	118	99	20	1	0	0	2
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	169	85	60	118	99	10	0	0	0	1
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	169	95	120	118	103	30	0	0	0	1
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	155	95	60	118	103	20	1	0	0	1
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	155	114	60	114	123	10	1	0	0	1
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	155	95	120	111	106	20	0	0	0	1
2	0	1	270	3	0	3	1	1	1	0	4	0	1	2	1	0	1	169	114	30	118	139	20	1	0	0	1
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	199	127	120	86	144	20	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	184	127	30	80	139	10	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	230	127	60	94	165	30	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	184	106	30	86	144	20	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	230	95	60	86	111	20	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	199	95	120	80	132	10	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	184	127	120	94	165	10	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	184	95	30	94	116	30	0	0	0	2
2	0	1	271	3	0	3	1	1	2	1	2	0	17	2	1	0	1	230	106	60	80	128	10	0	0	0	2
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	141	62	120	94	80	30	1	0	0	2
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	110	47	120	97	62	30	0	0	0	1
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	141	47	120	101	65	20	1	0	0	2
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	120	47	60	101	65	10	0	0	0	2
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	120	52	120	101	68	30	0	0	0	2
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	110	52	60	101	68	20	1	0	0	1
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	110	62	60	97	83	10	1	0	0	1
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	110	52	120	94	71	20	0	0	0	1
2	0	1	272	3	0	3	1	1	3	0	1	0	1	17	1	0	1	120	62	30	101	91	20	1	0	0	1
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	166	96	120	90	108	20	0	156	85	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	152	96	30	85	103	10	0	156	110	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	194	96	60	96	123	30	0	156	68	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	152	80	30	90	108	20	0	96	68	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	194	72	60	90	86	20	0	120	110	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	166	72	120	85	99	10	0	120	68	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	152	96	120	96	123	10	0	96	85	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	152	72	30	96	90	30	0	120	85	2
2	0	1	273	3	0	3	1	1	3	0	2	0	25	2	1	1	1	194	80	60	85	95	10	0	96	85	2
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	116	58	120	46	65	30	1	60	40	2
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	95	43	120	49	50	30	0	78	32	1
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	116	43	120	53	53	20	1	48	32	3
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	102	43	60	53	53	10	0	78	52	2
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	102	48	120	53	53	30	0	48	52	2
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	95	48	60	53	53	20	1	78	40	3
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	95	58	60	49	70	10	1	60	32	3
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	95	48	120	46	58	20	0	60	52	2
2	0	1	274	3	0	3	1	1	3	0	3	0	15	1	1	1	1	102	58	30	53	83	20	1	60	52	1
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	143	52	30	81	62	10	0	0	0	2
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	143	52	120	77	76	10	1	0	0	2
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	143	47	30	74	70	20	0	0	0	1
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	111	47	60	74	70	30	1	0	0	1
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	122	52	30	74	63	30	1	0	0	1
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	122	47	30	77	53	10	1	0	0	2
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	122	62	60	74	71	20	0	0	0	2
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	143	62	30	77	76	30	0	0	0	2
2	0	1	275	3	0	3	1	1	1	0	1	0	17	1	1	0	1	122	52	60	77	76	30	0	0	0	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	60	46	120	36	57	20	0	52	20	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	68	46	60	38	65	30	0	52	16	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	56	46	30	34	52	10	0	52	26	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	56	38	30	36	57	20	0	32	16	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	68	34	60	36	40	20	0	40	26	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	56	46	120	38	65	10	0	32	20	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	60	34	120	34	52	10	0	40	16	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	68	38	60	34	48	10	0	32	20	1
2	0	1	276	3	0	3	1	1	5	0	1	0	22	25	1	1	1	56	34	30	38	42	30	0	40	20	1
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	243	108	30	106	123	10	0	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	243	108	120	98	149	10	1	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	243	97	30	92	139	20	0	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	187	97	60	92	139	30	1	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	206	108	30	92	128	30	1	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	206	97	30	98	114	10	1	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	206	130	60	92	139	20	0	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	243	130	30	98	149	30	0	0	0	2
2	0	1	277	3	0	3	1	1	2	0	1	0	1	22	1	0	1	206	108	60	98	149	30	0	0	0	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	197	148	120	68	165	20	0	247	100	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	179	148	30	60	156	10	0	247	130	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	233	148	60	78	198	30	0	247	80	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	179	123	30	68	172	20	0	152	80	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	233	111	60	68	128	20	0	190	130	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	197	111	120	60	156	10	0	190	80	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	179	148	120	78	198	10	0	152	100	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	179	111	30	78	132	30	0	190	100	2
2	0	1	278	3	0	3	1	3	4	0	4	0	25	1	1	1	1	233	123	60	60	144	10	0	152	100	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	244	148	120	71	161	30	1	0	0	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	190	111	120	79	128	30	0	0	0	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	244	111	120	89	132	20	1	0	0	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	208	111	60	89	132	10	0	0	0	1
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	208	123	120	89	139	30	0	0	0	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	190	123	60	89	139	20	1	0	0	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	190	148	60	79	165	10	1	0	0	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	190	123	120	71	144	20	0	0	0	2
2	0	1	279	3	0	3	1	3	1	1	4	0	25	1	1	0	1	208	148	30	89	198	20	1	0	0	2
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	66	45	30	37	52	10	0	70	28	1
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	66	40	30	33	58	20	0	91	35	1
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	66	45	120	35	63	10	1	91	45	1
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	56	40	60	33	58	30	1	56	45	1
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	59	45	30	33	57	30	1	91	28	1
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	59	40	30	35	48	10	1	56	35	3
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	59	54	60	33	63	20	0	56	28	3
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	59	45	60	35	63	30	0	70	35	3
2	0	1	280	3	0	3	1	3	2	0	1	0	25	22	1	1	1	66	54	30	35	65	30	0	56	45	3
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	53	44	120	20	50	30	1	50	30	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	43	33	120	22	38	30	0	65	24	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	53	33	120	24	40	20	1	40	24	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	46	33	60	24	40	10	0	65	39	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	46	37	120	24	42	30	0	40	39	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	43	37	60	24	42	20	1	65	30	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	43	44	60	22	53	10	1	50	24	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	43	37	120	20	43	20	0	50	39	2
2	0	1	281	3	0	3	1	3	2	0	2	0	22	25	1	1	1	46	44	30	24	63	20	1	50	39	1
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	114	68	30	74	76	10	0	70	40	2
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	114	61	30	70	76	20	0	91	50	2
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	114	68	120	72	83	10	1	91	65	2
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	87	61	60	70	76	30	1	56	65	3
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	96	68	30	70	76	30	1	91	40	3
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	96	82	60	70	86	20	0	56	40	3
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	96	61	30	72	68	10	1	56	50	1
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	96	68	60	72	83	30	0	70	50	3
2	0	1	282	3	0	3	1	3	3	0	1	0	23	25	1	1	1	114	82	30	72	90	30	0	56	65	2
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	216	130	120	108	149	20	0	221	100	1
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	202	130	30	102	139	10	0	221	130	1
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	245	130	60	116	172	30	0	221	80	2
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	202	108	30	108	149	20	0	136	80	2
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	245	97	60	108	114	20	0	170	130	2
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	216	97	120	102	139	10	0	170	80	1
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	202	130	120	116	172	10	0	136	100	3
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	202	97	30	116	123	30	0	170	100	2
2	0	1	283	3	0	3	1	3	2	0	1	0	1	22	1	1	1	245	108	60	102	128	10	0	136	100	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	46	44	120	22	53	20	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	43	44	30	20	50	10	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	53	44	60	24	63	30	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	43	37	30	22	53	20	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	53	33	60	22	38	20	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	46	33	120	20	48	10	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	43	44	120	24	63	10	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	43	33	30	24	40	30	0	0	0	2
2	0	1	284	3	0	3	1	3	1	1	1	0	22	25	1	0	1	53	37	60	20	43	10	0	0	0	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	160	52	120	136	55	20	0	195	30	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	180	52	60	138	59	30	0	195	24	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	150	52	30	134	54	10	0	195	39	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	150	43	30	136	52	20	0	120	24	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	180	39	60	136	42	20	0	150	39	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	150	52	120	138	59	10	0	120	30	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	160	39	120	134	48	10	0	150	24	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	180	43	60	134	48	10	0	120	30	2
2	0	1	285	3	0	4	1	0	1	0	4	0	23	25	1	1	1	150	39	30	138	46	30	0	150	30	2
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	262	74	30	107	84	10	0	210	52	2
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	262	74	120	97	104	10	1	273	84	2
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	262	67	30	89	94	20	0	273	65	2
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	208	67	60	89	94	30	1	168	84	2
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	226	74	30	89	87	30	1	273	52	2
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	226	67	30	97	77	10	1	168	65	3
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	226	89	60	89	94	20	0	168	52	3
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	262	89	30	97	100	30	0	168	84	3
2	0	1	286	3	0	4	1	0	2	0	1	0	1	25	1	1	1	226	74	60	97	104	30	0	210	65	2
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	219	67	60	100	84	10	0	0	0	1
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	219	74	120	100	84	30	0	0	0	1
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	219	67	60	100	84	10	0	0	0	1
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	219	74	120	100	84	30	0	0	0	2
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	258	89	120	82	97	30	1	0	0	1
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	258	89	120	82	97	30	1	0	0	2
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	74	60	100	84	20	1	0	0	1
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	74	60	100	84	20	1	0	0	2
2	0	1	287	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	89	60	90	104	10	1	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	89	60	90	104	10	1	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	67	120	90	77	30	0	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	258	67	120	100	84	20	1	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	74	120	82	90	20	0	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	219	89	30	100	120	20	1	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	67	120	90	77	30	0	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	258	67	120	100	84	20	1	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	200	74	120	82	90	20	0	0	0	1
2	0	1	288	3	0	4	1	0	2	1	1	0	25	1	1	0	1	219	89	30	100	120	20	1	0	0	1
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	92	24	30	34	29	10	0	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	92	24	120	31	38	10	1	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	92	22	30	29	34	20	0	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	74	22	60	29	34	30	1	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	80	24	30	29	31	30	1	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	80	22	30	31	26	10	1	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	80	29	60	29	34	20	0	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	92	29	30	31	37	30	0	0	0	2
2	0	1	289	3	0	4	1	3	3	0	2	0	17	1	1	0	1	80	24	60	31	38	30	0	0	0	2
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	286	50	30	146	60	10	0	180	84	1
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	286	50	120	138	80	10	1	234	136	1
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	286	45	30	132	80	20	0	234	105	1
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	226	45	60	132	80	30	1	144	136	1
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	246	50	30	132	65	30	1	234	84	1
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	246	45	30	138	60	10	1	144	105	3
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	246	60	60	132	60	20	0	144	84	3
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	286	60	30	138	65	30	0	144	136	1
2	0	1	290	3	0	5	1	1	2	0	4	0	1	22	1	1	1	246	50	60	138	80	30	0	180	105	1
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	214	60	120	85	65	20	0	273	115	2
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	196	60	30	77	60	10	0	273	149	2
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	250	60	60	95	80	30	0	273	92	2
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	196	50	30	85	80	20	0	168	92	1
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	250	45	60	85	60	20	0	210	149	2
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	214	45	120	77	80	10	0	210	92	2
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	196	60	120	95	80	10	0	168	115	2
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	196	45	30	95	65	30	0	210	115	2
2	0	1	291	3	0	5	1	1	2	0	4	0	1	25	1	1	1	250	50	60	77	65	10	0	168	115	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	222	50	30	85	60	10	0	160	76	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	222	50	120	77	80	10	1	208	123	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	222	45	30	71	80	20	0	208	95	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	166	45	60	71	80	30	1	128	123	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	185	50	30	71	65	30	1	208	76	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	185	45	30	77	60	10	1	128	95	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	185	60	60	71	60	20	0	128	76	2
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	222	60	30	77	65	30	0	128	123	1
2	0	1	292	3	0	5	1	1	3	0	3	0	1	22	1	1	1	185	50	60	77	80	30	0	160	95	2
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	232	50	30	98	60	10	0	170	92	1
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	232	50	120	90	80	10	1	221	149	1
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	232	45	30	84	80	20	0	221	115	1
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	181	45	60	84	80	30	1	136	149	1
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	198	50	30	84	65	30	1	221	92	1
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	198	45	30	90	60	10	1	136	115	1
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	198	60	60	84	60	20	0	136	92	2
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	232	60	30	90	65	30	0	136	149	2
2	0	1	293	3	0	5	1	1	3	0	2	0	22	1	1	1	1	198	50	60	90	80	30	0	170	115	1
