date,campaign,active,spend,impressions,reach,clicks
2025-03-13,niche_interest,True,78.28,4180,2804,100
2025-03-13,broad_prospecting,False,0.0,0,0,0
2025-03-14,brand_always_on,True,257.01,21453,12347,297
2025-03-14,spring_promo,True,99.01,7196,5310,167
2025-03-14,lookalike_conversions,True,185.21,10940,7150,232
2025-03-14,video_product_launch,True,138.28,11106,6485,92
2025-03-14,flash_sale_burst,False,0.0,0,0,0
2025-03-14,niche_interest,True,91.04,5188,3235,110
2025-03-14,broad_prospecting,False,0.0,0,0,0
2025-03-15,brand_always_on,True,151.33,13055,9116,169
2025-03-15,spring_promo,True,92.9,6381,4892,139
2025-03-15,lookalike_conversions,True,184.85,11185,7222,211
2025-03-15,video_product_launch,True,123.85,11116,6583,83
2025-03-15,flash_sale_burst,False,0.0,0,0,0
2025-03-15,niche_interest,True,58.29,2769,2109,64
2025-03-15,broad_prospecting,False,0.0,0,0,0
2025-03-16,brand_always_on,True,186.9,14594,9843,215
2025-03-16,spring_promo,True,121.57,8686,6129,188
2025-03-16,lookalike_conversions,True,180.48,10782,7048,202
2025-03-16,video_product_launch,True,121.31,10859,6532,97
2025-03-16,flash_sale_burst,False,0.0,0,0,0
2025-03-16,niche_interest,True,81.09,4208,2821,81
2025-03-16,broad_prospecting,False,0.0,0,0,0
2025-03-17,brand_always_on,True,162.23,13578,9339,211
2025-03-17,spring_promo,True,125.13,8786,6124,184
2025-03-17,lookalike_conversions,True,160.77,8744,6133,168
2025-03-17,video_product_launch,True,96.8,8129,5424,63
2025-03-17,flash_sale_burst,False,0.0,0,0,0
2025-03-17,niche_interest,True,102.48,5656,3391,123
2025-03-17,broad_prospecting,False,0.0,0,0,0
2025-03-18,brand_always_on,True,169.63,12742,8972,172
2025-03-18,spring_promo,False,0.0,0,0,0
2025-03-18,lookalike_conversions,True,167.99,9329,6377,179
2025-03-18,video_product_launch,True,101.86,9263,5851,97
2025-03-18,flash_sale_burst,False,0.0,0,0,0
2025-03-18,niche_interest,True,92.73,5029,3160,104
2025-03-18,broad_prospecting,False,0.0,0,0,0
2025-03-19,brand_always_on,True,178.21,13455,9359,217
2025-03-19,spring_promo,False,0.0,0,0,0
2025-03-19,lookalike_conversions,True,196.13,11458,7335,212
2025-03-19,video_product_launch,True,92.96,8136,5446,77
2025-03-19,flash_sale_burst,False,0.0,0,0,0
2025-03-19,niche_interest,True,77.12,4078,2768,102
2025-03-19,broad_prospecting,False,0.0,0,0,0
2025-03-20,brand_always_on,True,148.39,11058,8078,174
2025-03-20,spring_promo,False,0.0,0,0,0
2025-03-20,lookalike_conversions,True,154.2,8505,6078,148
2025-03-20,video_product_launch,True,97.88,8465,5560,78
2025-03-20,flash_sale_burst,False,0.0,0,0,0
2025-03-20,niche_interest,True,76.4,4079,2754,101
2025-03-20,broad_prospecting,False,0.0,0,0,0
2025-03-21,brand_always_on,True,152.38,11307,8201,165
2025-03-21,spring_promo,False,0.0,0,0,0
2025-03-21,lookalike_conversions,True,122.11,6833,5160,156
2025-03-21,video_product_launch,True,82.62,7252,5041,72
2025-03-21,flash_sale_burst,False,0.0,0,0,0
2025-03-21,niche_interest,True,78.73,4235,2868,89
2025-03-21,broad_prospecting,False,0.0,0,0,0
2025-03-22,brand_always_on,True,149.44,12702,8990,204
2025-03-22,spring_promo,False,0.0,0,0,0
2025-03-22,lookalike_conversions,True,109.99,6261,4889,127
2025-03-22,video_product_launch,True,85.39,7053,4932,80
2025-03-22,flash_sale_burst,False,0.0,0,0,0
2025-03-22,niche_interest,True,52.74,2755,2105,60
2025-03-22,broad_prospecting,False,0.0,0,0,0
2025-03-23,brand_always_on,True,156.24,12425,8735,198
2025-03-23,spring_promo,False,0.0,0,0,0
2025-03-23,lookalike_conversions,True,80.0,4849,3906,108
2025-03-23,video_product_launch,True,103.17,9202,5855,88
2025-03-23,flash_sale_burst,False,0.0,0,0,0
2025-03-23,niche_interest,True,33.07,1785,1467,41
2025-03-23,broad_prospecting,False,0.0,0,0,0
2025-03-24,brand_always_on,True,259.86,20650,12138,293
2025-03-24,spring_promo,False,0.0,0,0,0
2025-03-24,lookalike_conversions,True,86.55,4918,3961,91
2025-03-24,video_product_launch,True,138.42,11622,6630,125
2025-03-24,flash_sale_burst,False,0.0,0,0,0
2025-03-24,niche_interest,True,64.31,3490,2498,60
2025-03-24,broad_prospecting,False,0.0,0,0,0
2025-03-25,brand_always_on,True,308.5,22998,12929,359
2025-03-25,spring_promo,False,0.0,0,0,0
2025-03-25,lookalike_conversions,True,82.07,5259,4226,104
2025-03-25,video_product_launch,True,130.26,11095,6505,101
2025-03-25,flash_sale_burst,False,0.0,0,0,0
2025-03-25,niche_interest,True,44.68,2647,2003,54
2025-03-25,broad_prospecting,False,0.0,0,0,0
2025-03-26,brand_always_on,True,295.81,22686,12829,361
2025-03-26,spring_promo,False,0.0,0,0,0
2025-03-26,lookalike_conversions,True,78.64,4581,3803,78
2025-03-26,video_product_launch,True,165.76,14813,7671,162
2025-03-26,flash_sale_burst,False,0.0,0,0,0
2025-03-26,niche_interest,True,35.02,1910,1529,49
2025-03-26,broad_prospecting,False,0.0,0,0,0
2025-03-27,brand_always_on,True,359.95,29298,14415,416
2025-03-27,spring_promo,False,0.0,0,0,0
2025-03-27,lookalike_conversions,True,51.46,3087,2707,62
2025-03-27,video_product_launch,True,152.13,12027,6841,112
2025-03-27,flash_sale_burst,False,0.0,0,0,0
2025-03-27,niche_interest,True,37.08,2129,1716,42
2025-03-27,broad_prospecting,False,0.0,0,0,0
2025-03-28,brand_always_on,True,347.97,27317,14059,358
2025-03-28,spring_promo,False,0.0,0,0,0
2025-03-28,lookalike_conversions,True,57.21,3054,2693,60
2025-03-28,video_product_launch,True,215.89,20222,8693,178
2025-03-28,flash_sale_burst,False,0.0,0,0,0
2025-03-28,niche_interest,True,32.66,1803,1486,51
2025-03-28,broad_prospecting,False,0.0,0,0,0
2025-03-29,brand_always_on,True,382.84,32372,15110,453
2025-03-29,spring_promo,False,0.0,0,0,0
2025-03-29,lookalike_conversions,True,40.35,2413,2178,53
2025-03-29,video_product_launch,True,198.76,17539,8100,167
2025-03-29,flash_sale_burst,False,0.0,0,0,0
2025-03-29,niche_interest,True,24.98,1262,1094,31
2025-03-29,broad_prospecting,False,0.0,0,0,0
2025-03-30,brand_always_on,True,376.32,29706,14572,421
2025-03-30,spring_promo,False,0.0,0,0,0
2025-03-30,lookalike_conversions,True,53.68,3381,2933,73
2025-03-30,video_product_launch,True,183.71,16182,8003,143
2025-03-30,flash_sale_burst,False,0.0,0,0,0
2025-03-30,niche_interest,True,25.62,1486,1283,42
2025-03-30,broad_prospecting,False,0.0,0,0,0
2025-03-31,brand_always_on,True,449.62,32542,15271,448
2025-03-31,spring_promo,False,0.0,0,0,0
2025-03-31,lookalike_conversions,True,73.89,4297,3583,93
2025-03-31,video_product_launch,True,235.17,20329,8673,159
2025-03-31,flash_sale_burst,False,0.0,0,0,0
2025-03-31,niche_interest,True,29.83,1676,1379,42
2025-03-31,broad_prospecting,False,0.0,0,0,0
2025-04-01,brand_always_on,True,422.5,32449,15297,461
2025-04-01,spring_promo,False,0.0,0,0,0
2025-04-01,lookalike_conversions,True,87.76,5038,4098,106
2025-04-01,video_product_launch,True,277.87,25152,9365,188
2025-04-01,flash_sale_burst,False,0.0,0,0,0
2025-04-01,niche_interest,True,34.96,1895,1570,43
2025-04-01,broad_prospecting,True,4.05,501,497,21
2025-04-02,brand_always_on,True,533.25,42975,16894,562
2025-04-02,spring_promo,False,0.0,0,0,0
2025-04-02,lookalike_conversions,True,87.81,5241,4181,100
2025-04-02,video_product_launch,True,236.84,21228,8898,167
2025-04-02,flash_sale_burst,False,0.0,0,0,0
2025-04-02,niche_interest,True,32.93,1742,1436,54
2025-04-02,broad_prospecting,True,7.68,1004,986,44
2025-04-03,brand_always_on,True,501.87,43474,17075,545
2025-04-03,spring_promo,False,0.0,0,0,0
2025-04-03,lookalike_conversions,True,101.48,6103,4733,141
2025-04-03,video_product_launch,True,269.38,22324,9007,187
2025-04-03,flash_sale_burst,False,0.0,0,0,0
2025-04-03,niche_interest,True,37.08,1911,1555,50
2025-04-03,broad_prospecting,True,9.93,1232,1192,55
2025-04-04,brand_always_on,True,452.57,33737,15527,405
2025-04-04,spring_promo,False,0.0,0,0,0
2025-04-04,lookalike_conversions,True,129.28,7502,5582,158
2025-04-04,video_product_launch,True,236.04,20810,8786,160
2025-04-04,flash_sale_burst,False,0.0,0,0,0
2025-04-04,niche_interest,True,47.92,2532,1989,60
2025-04-04,broad_prospecting,True,14.64,1781,1711,82
2025-04-05,brand_always_on,True,328.22,27050,13984,356
2025-04-05,spring_promo,False,0.0,0,0,0
2025-04-05,lookalike_conversions,True,92.73,5621,4400,115
2025-04-05,video_product_launch,True,216.07,16752,8116,123
2025-04-05,flash_sale_burst,False,0.0,0,0,0
2025-04-05,niche_interest,True,35.42,1826,1516,42
2025-04-05,broad_prospecting,True,13.89,1618,1554,77
2025-04-06,brand_always_on,True,265.08,19871,11825,247
2025-04-06,spring_promo,False,0.0,0,0,0
2025-04-06,lookalike_conversions,True,124.02,6932,5147,142
2025-04-06,video_product_launch,True,186.8,16836,8106,127
2025-04-06,flash_sale_burst,False,0.0,0,0,0
2025-04-06,niche_interest,True,44.93,2572,2020,59
2025-04-06,broad_prospecting,True,9.41,1280,1237,47
2025-04-07,brand_always_on,True,379.79,30494,14921,385
2025-04-07,spring_promo,False,0.0,0,0,0
2025-04-07,lookalike_conversions,True,160.88,10293,6785,223
2025-04-07,video_product_launch,False,0.0,0,0,0
2025-04-07,flash_sale_burst,False,0.0,0,0,0
2025-04-07,niche_interest,True,73.53,3921,2738,83
2025-04-07,broad_prospecting,True,12.23,1502,1453,66
2025-04-08,brand_always_on,True,390.0,31533,15073,400
2025-04-08,spring_promo,False,0.0,0,0,0
2025-04-08,lookalike_conversions,True,227.58,13484,8024,272
2025-04-08,video_product_launch,False,0.0,0,0,0
2025-04-08,flash_sale_burst,False,0.0,0,0,0
2025-04-08,niche_interest,True,75.33,3943,2741,96
2025-04-08,broad_prospecting,True,14.46,1809,1744,73
2025-04-09,brand_always_on,True,336.28,26644,13981,395
2025-04-09,spring_promo,False,0.0,0,0,0
2025-04-09,lookalike_conversions,True,160.49,9578,6542,202
2025-04-09,video_product_launch,False,0.0,0,0,0
2025-04-09,flash_sale_burst,False,0.0,0,0,0
2025-04-09,niche_interest,True,84.62,4590,2934,97
2025-04-09,broad_prospecting,True,15.38,1831,1742,75
2025-04-10,brand_always_on,True,328.16,26050,13816,333
2025-04-10,spring_promo,False,0.0,0,0,0
2025-04-10,lookalike_conversions,True,180.51,9840,6649,196
2025-04-10,video_product_launch,False,0.0,0,0,0
2025-04-10,flash_sale_burst,False,0.0,0,0,0
2025-04-10,niche_interest,True,97.5,5057,3162,118
2025-04-10,broad_prospecting,True,10.99,1265,1225,55
2025-04-11,brand_always_on,True,266.28,19960,11960,246
2025-04-11,spring_promo,False,0.0,0,0,0
2025-04-11,lookalike_conversions,True,177.96,10298,6937,224
2025-04-11,video_product_launch,False,0.0,0,0,0
2025-04-11,flash_sale_burst,False,0.0,0,0,0
2025-04-11,niche_interest,True,95.08,5249,3280,106
2025-04-11,broad_prospecting,True,10.51,1288,1261,46
2025-04-12,brand_always_on,True,208.76,17228,10892,223
2025-04-12,spring_promo,False,0.0,0,0,0
2025-04-12,lookalike_conversions,True,153.57,8745,6098,168
2025-04-12,video_product_launch,False,0.0,0,0,0
2025-04-12,flash_sale_burst,False,0.0,0,0,0
2025-04-12,niche_interest,True,66.67,3648,2600,79
2025-04-12,broad_prospecting,True,6.36,711,699,34
2025-04-13,brand_always_on,True,173.63,13811,9458,166
2025-04-13,spring_promo,False,0.0,0,0,0
2025-04-13,lookalike_conversions,True,145.67,8747,6167,182
2025-04-13,video_product_launch,False,0.0,0,0,0
2025-04-13,flash_sale_burst,False,0.0,0,0,0
2025-04-13,niche_interest,True,74.41,4194,2799,82
2025-04-13,broad_prospecting,True,6.52,740,727,29
2025-04-14,brand_always_on,True,188.98,15839,10302,235
2025-04-14,spring_promo,False,0.0,0,0,0
2025-04-14,lookalike_conversions,True,210.99,12149,7577,223
2025-04-14,video_product_launch,False,0.0,0,0,0
2025-04-14,flash_sale_burst,False,0.0,0,0,0
2025-04-14,niche_interest,True,89.3,4989,3142,116
2025-04-14,broad_prospecting,True,9.16,1140,1114,44
2025-04-15,brand_always_on,True,190.15,15772,10308,227
2025-04-15,spring_promo,False,0.0,0,0,0
2025-04-15,lookalike_conversions,True,158.26,9050,6249,179
2025-04-15,video_product_launch,False,0.0,0,0,0
2025-04-15,flash_sale_burst,False,0.0,0,0,0
2025-04-15,niche_interest,True,96.71,4993,3113,119
2025-04-15,broad_prospecting,True,5.41,646,636,24
2025-04-16,brand_always_on,True,173.04,13078,9149,183
2025-04-16,spring_promo,False,0.0,0,0,0
2025-04-16,lookalike_conversions,True,159.27,9187,6350,180
2025-04-16,video_product_launch,False,0.0,0,0,0
2025-04-16,flash_sale_burst,False,0.0,0,0,0
2025-04-16,niche_interest,True,78.26,4046,2722,81
2025-04-16,broad_prospecting,True,7.38,927,908,26
2025-04-17,brand_always_on,True,165.78,14357,9736,202
2025-04-17,spring_promo,False,0.0,0,0,0
2025-04-17,lookalike_conversions,True,155.19,8675,6085,152
2025-04-17,video_product_launch,False,0.0,0,0,0
2025-04-17,flash_sale_burst,False,0.0,0,0,0
2025-04-17,niche_interest,True,85.28,4247,2858,83
2025-04-17,broad_prospecting,True,5.02,558,551,15
2025-04-18,brand_always_on,True,151.34,12293,8788,200
2025-04-18,spring_promo,False,0.0,0,0,0
2025-04-18,lookalike_conversions,True,117.58,7216,5343,147
2025-04-18,video_product_launch,False,0.0,0,0,0
2025-04-18,flash_sale_burst,False,0.0,0,0,0
2025-04-18,niche_interest,True,58.35,2782,2133,50
2025-04-18,broad_prospecting,True,6.93,797,780,36
2025-04-19,brand_always_on,True,151.27,12120,8625,146
2025-04-19,spring_promo,False,0.0,0,0,0
2025-04-19,lookalike_conversions,True,110.13,6195,4788,115
2025-04-19,video_product_launch,False,0.0,0,0,0
2025-04-19,flash_sale_burst,False,0.0,0,0,0
2025-04-19,niche_interest,True,53.34,2693,2089,55
2025-04-19,broad_prospecting,True,4.4,502,501,25
2025-04-20,brand_always_on,True,235.28,19703,11829,303
2025-04-20,spring_promo,False,0.0,0,0,0
2025-04-20,lookalike_conversions,True,71.31,4115,3459,95
2025-04-20,video_product_launch,False,0.0,0,0,0
2025-04-20,flash_sale_burst,False,0.0,0,0,0
2025-04-20,niche_interest,True,53.75,2781,2100,48
2025-04-20,broad_prospecting,True,4.75,557,541,13
2025-04-21,brand_always_on,True,257.25,19792,11877,301
2025-04-21,spring_promo,False,0.0,0,0,0
2025-04-21,lookalike_conversions,True,100.67,6191,4739,106
2025-04-21,video_product_launch,False,0.0,0,0,0
2025-04-21,flash_sale_burst,False,0.0,0,0,0
2025-04-21,niche_interest,True,48.28,2751,2094,55
2025-04-21,broad_prospecting,True,6.69,783,766,23
2025-04-22,brand_always_on,True,233.57,18567,11455,265
2025-04-22,spring_promo,False,0.0,0,0,0
2025-04-22,lookalike_conversions,True,97.19,5407,4257,116
2025-04-22,video_product_launch,False,0.0,0,0,0
2025-04-22,flash_sale_burst,False,0.0,0,0,0
2025-04-22,niche_interest,True,48.71,2472,1940,51
2025-04-22,broad_prospecting,True,6.96,870,853,39
2025-04-23,brand_always_on,True,272.74,22652,12683,361
2025-04-23,spring_promo,False,0.0,0,0,0
2025-04-23,lookalike_conversions,True,106.76,6424,4945,145
2025-04-23,video_product_launch,False,0.0,0,0,0
2025-04-23,flash_sale_burst,False,0.0,0,0,0
2025-04-23,niche_interest,True,63.0,3204,2355,71
2025-04-23,broad_prospecting,True,6.68,822,801,23
2025-04-24,brand_always_on,True,362.45,29380,14587,432
2025-04-24,spring_promo,False,0.0,0,0,0
2025-04-24,lookalike_conversions,True,66.96,3770,3201,72
2025-04-24,video_product_launch,False,0.0,0,0,0
2025-04-24,flash_sale_burst,False,0.0,0,0,0
2025-04-24,niche_interest,True,32.79,1788,1472,30
2025-04-24,broad_prospecting,True,6.99,830,816,33
2025-04-25,brand_always_on,True,340.7,28447,14305,409
2025-04-25,spring_promo,False,0.0,0,0,0
2025-04-25,lookalike_conversions,True,63.72,3514,3019,72
2025-04-25,video_product_launch,False,0.0,0,0,0
2025-04-25,flash_sale_burst,False,0.0,0,0,0
2025-04-25,niche_interest,True,31.57,1669,1408,38
2025-04-25,broad_prospecting,True,11.06,1372,1324,67
2025-04-26,brand_always_on,True,385.67,32485,15214,429
2025-04-26,spring_promo,False,0.0,0,0,0
2025-04-26,lookalike_conversions,True,60.98,3733,3157,80
2025-04-26,video_product_launch,False,0.0,0,0,0
2025-04-26,flash_sale_burst,False,0.0,0,0,0
2025-04-26,niche_interest,True,24.17,1323,1140,25
2025-04-26,broad_prospecting,True,9.3,1060,1030,33
2025-04-27,brand_always_on,True,311.24,24394,13226,337
2025-04-27,spring_promo,False,0.0,0,0,0
2025-04-27,lookalike_conversions,True,58.83,3376,2939,82
2025-04-27,video_product_launch,False,0.0,0,0,0
2025-04-27,flash_sale_burst,False,0.0,0,0,0
2025-04-27,niche_interest,True,27.11,1477,1279,39
2025-04-27,broad_prospecting,True,10.32,1211,1179,36
2025-04-28,brand_always_on,True,436.36,36441,16031,495
2025-04-28,spring_promo,False,0.0,0,0,0
2025-04-28,lookalike_conversions,True,71.16,4017,3363,108
2025-04-28,video_product_launch,False,0.0,0,0,0
2025-04-28,flash_sale_burst,False,0.0,0,0,0
2025-04-28,niche_interest,True,30.02,1654,1392,32
2025-04-28,broad_prospecting,True,13.13,1500,1451,36
2025-04-29,brand_always_on,True,471.99,35860,15945,508
2025-04-29,spring_promo,False,0.0,0,0,0
2025-04-29,lookalike_conversions,True,97.95,6717,5063,126
2025-04-29,video_product_launch,False,0.0,0,0,0
2025-04-29,flash_sale_burst,False,0.0,0,0,0
2025-04-29,niche_interest,True,43.95,2344,1841,50
2025-04-29,broad_prospecting,True,16.54,2016,1906,66
2025-04-30,brand_always_on,True,389.74,35153,15752,460
2025-04-30,spring_promo,False,0.0,0,0,0
2025-04-30,lookalike_conversions,True,106.64,6167,4778,141
2025-04-30,video_product_launch,False,0.0,0,0,0
2025-04-30,flash_sale_burst,False,0.0,0,0,0
2025-04-30,niche_interest,True,35.77,1862,1524,43
2025-04-30,broad_prospecting,True,16.28,1841,1736,51
