frequency,recency,T,monetary_value
0,0.0,33.57,0.0
1,1.71,33.57,10.78
4,24.43,33.57,16.26
0,0.0,33.57,0.0
0,0.0,33.57,0.0
1,26.71,33.57,68.31
0,0.0,33.57,0.0
1,3.86,33.57,15.76
0,0.0,33.57,0.0
0,0.0,33.43,0.0
1,1.43,33.43,20.99
0,0.0,33.43,0.0
5,21.14,33.43,122.93
2,18.86,33.43,52.85
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
3,26.0,33.43,40.32
0,0.0,33.43,0.0
12,32.43,33.43,12.86
1,9.14,33.43,49.48
0,0.0,33.43,0.0
0,0.0,33.43,0.0
2,21.43,33.43,29.6
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
0,0.0,33.43,0.0
4,14.29,33.43,33.36
1,23.14,33.29,57.5
1,8.71,33.29,28.99
0,0.0,33.29,0.0
0,0.0,33.29,0.0
3,18.0,33.29,15.17
0,0.0,33.29,0.0
1,33.29,33.29,19.49
0,0.0,33.29,0.0
1,0.57,33.29,13.97
0,0.0,33.29,0.0
0,0.0,33.29,0.0
0,0.0,33.29,0.0
0,0.0,33.29,0.0
4,25.0,33.29,16.62
0,0.0,33.29,0.0
0,0.0,33.29,0.0
2,19.14,33.29,16.98
0,0.0,33.29,0.0
5,32.29,33.29,36.58
0,0.0,33.29,0.0
3,24.57,33.29,67.12
1,0.14,33.29,11.99
0,0.0,33.29,0.0
0,0.0,33.29,0.0
3,13.14,33.29,27.54
0,0.0,33.29,0.0
0,0.0,33.29,0.0
0,0.0,33.29,0.0
0,0.0,33.29,0.0
0,0.0,33.14,0.0
0,0.0,33.14,0.0
0,0.0,33.14,0.0
0,0.0,33.14,0.0
2,4.0,33.14,13.37
0,0.0,33.14,0.0
0,0.0,33.14,0.0
0,0.0,33.14,0.0
2,4.86,33.14,16.24
3,19.29,33.14,20.42
0,0.0,33.14,0.0
0,0.0,33.14,0.0
0,0.0,33.14,0.0
0,0.0,33.14,0.0
11,32.0,33.14,106.53
0,0.0,33.14,0.0
0,0.0,33.14,0.0
2,2.29,33.14,47.84
0,0.0,33.14,0.0
1,19.0,33.14,9.98
0,0.0,33.14,0.0
7,28.71,33.14,66.7
0,0.0,33.14,0.0
0,0.0,33.14,0.0
1,19.0,33.14,5.99
0,0.0,33.14,0.0
3,12.0,33.14,26.73
0,0.0,33.14,0.0
2,28.0,33.14,31.62
0,0.0,33.14,0.0
1,2.0,33.14,14.37
0,0.0,33.14,0.0
4,25.0,33.14,17.67
2,15.29,33.0,17.7
2,6.0,33.0,19.64
1,18.29,33.0,14.99
0,0.0,33.0,0.0
0,0.0,33.0,0.0
0,0.0,33.0,0.0
0,0.0,33.0,0.0
0,0.0,33.0,0.0
1,8.57,33.0,22.4
3,30.29,33.0,17.7
0,0.0,33.0,0.0
0,0.0,33.0,0.0
1,18.43,33.0,14.96
1,0.86,33.0,27.94
6,18.43,33.0,24.64
0,0.0,33.0,0.0
0,0.0,33.0,0.0
4,29.0,33.0,47.99
0,0.0,33.0,0.0
0,0.0,33.0,0.0
1,1.29,33.0,51.87
0,0.0,33.0,0.0
2,9.86,33.0,56.73
0,0.0,33.0,0.0
1,2.43,33.0,11.77
3,9.71,33.0,57.56
7,30.43,33.0,46.69
2,15.0,33.0,45.82
0,0.0,33.0,0.0
5,32.14,33.0,46.25
0,0.0,33.0,0.0
0,0.0,33.0,0.0
0,0.0,33.0,0.0
0,0.0,32.86,0.0
5,32.43,32.86,26.18
0,0.0,32.86,0.0
12,17.71,32.86,51.97
1,18.43,32.86,35.71
0,0.0,32.86,0.0
1,18.86,32.86,30.15
0,0.0,32.86,0.0
1,0.71,32.86,13.97
0,0.0,32.86,0.0
0,0.0,32.86,0.0
0,0.0,32.86,0.0
0,0.0,32.86,0.0
3,8.57,32.86,13.59
0,0.0,32.86,0.0
0,0.0,32.86,0.0
0,0.0,32.86,0.0
0,0.0,32.86,0.0
0,0.0,32.86,0.0
1,12.14,32.86,103.18
0,0.0,32.86,0.0
1,0.57,32.86,14.96
0,0.0,32.86,0.0
0,0.0,32.86,0.0
0,0.0,32.86,0.0
0,0.0,32.71,0.0
0,0.0,32.71,0.0
4,31.43,32.71,39.68
0,0.0,32.71,0.0
0,0.0,32.71,0.0
0,0.0,32.71,0.0
2,15.43,32.71,31.04
0,0.0,32.71,0.0
4,1.29,32.71,37.16
0,0.0,32.71,0.0
1,0.71,32.71,9.97
0,0.0,32.71,0.0
1,2.71,32.71,59.97
0,0.0,32.71,0.0
3,6.0,32.71,14.63
0,0.0,32.71,0.0
0,0.0,32.71,0.0
0,0.0,32.71,0.0
0,0.0,32.71,0.0
0,0.0,32.71,0.0
1,8.86,32.71,32.26
0,0.0,32.71,0.0
0,0.0,32.71,0.0
3,28.43,32.71,33.55
0,0.0,32.71,0.0
3,20.57,32.57,30.77
4,20.71,32.57,19.63
1,30.14,32.57,38.97
0,0.0,32.57,0.0
2,32.57,32.57,42.47
1,3.57,32.57,15.36
2,31.71,32.57,27.46
1,0.86,32.57,21.74
0,0.0,32.57,0.0
0,0.0,32.57,0.0
2,1.14,32.57,36.83
1,1.57,32.57,11.77
0,0.0,32.57,0.0
0,0.0,32.57,0.0
0,0.0,32.57,0.0
1,0.57,32.57,24.74
7,15.0,32.57,26.09
0,0.0,32.57,0.0
6,26.71,32.57,41.17
0,0.0,32.57,0.0
6,29.57,32.57,35.67
0,0.0,32.57,0.0
0,0.0,32.57,0.0
0,0.0,32.57,0.0
1,0.29,32.57,46.29
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
1,6.14,32.43,13.97
0,0.0,32.43,0.0
0,0.0,32.43,0.0
1,3.71,32.43,56.28
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
0,0.0,32.43,0.0
3,28.14,32.43,32.12
0,0.0,32.43,0.0
0,0.0,32.43,0.0
3,25.86,32.29,23.49
0,0.0,32.29,0.0
3,27.57,32.29,11.31
0,0.0,32.29,0.0
8,23.0,32.29,37.65
0,0.0,32.29,0.0
1,0.86,32.29,11.77
0,0.0,32.29,0.0
0,0.0,32.29,0.0
2,13.14,32.29,41.31
0,0.0,32.29,0.0
0,0.0,32.29,0.0
11,30.86,32.29,15.03
0,0.0,32.29,0.0
1,1.29,32.29,39.74
8,32.29,32.29,24.59
0,0.0,32.29,0.0
1,3.57,32.29,12.77
0,0.0,32.29,0.0
1,7.86,32.29,29.33
0,0.0,32.29,0.0
0,0.0,32.29,0.0
3,23.43,32.29,47.16
0,0.0,32.29,0.0
0,0.0,32.29,0.0
0,0.0,32.29,0.0
0,0.0,32.29,0.0
0,0.0,32.29,0.0
3,14.29,32.29,78.06
1,2.86,32.29,51.73
0,0.0,32.29,0.0
1,19.86,32.29,13.77
6,25.0,32.29,73.96
0,0.0,32.29,0.0
2,21.43,32.29,12.97
1,18.57,32.14,30.6
1,0.14,32.14,6.79
0,0.0,32.14,0.0
1,2.86,32.14,8.78
1,0.71,32.14,14.96
0,0.0,32.14,0.0
3,11.86,32.14,29.35
2,18.71,32.14,36.02
0,0.0,32.14,0.0
0,0.0,32.14,0.0
0,0.0,32.14,0.0
2,2.43,32.14,53.92
1,7.29,32.14,18.99
1,15.86,32.14,29.73
0,0.0,32.14,0.0
0,0.0,32.14,0.0
0,0.0,32.14,0.0
0,0.0,32.14,0.0
3,1.43,32.14,16.63
2,8.29,32.14,13.97
0,0.0,32.14,0.0
3,19.14,32.14,14.31
0,0.0,32.14,0.0
0,0.0,32.14,0.0
1,6.29,32.14,25.37
4,24.71,32.14,68.63
0,0.0,32.14,0.0
6,30.71,32.14,19.82
0,0.0,32.14,0.0
1,5.86,32.14,17.54
1,30.14,32.14,28.48
4,27.71,32.14,28.49
0,0.0,32.14,0.0
2,27.14,32.14,20.95
0,0.0,32.14,0.0
4,31.57,32.14,31.28
0,0.0,32.0,0.0
0,0.0,32.0,0.0
0,0.0,32.0,0.0
0,0.0,32.0,0.0
2,21.57,32.0,34.24
0,0.0,32.0,0.0
1,29.71,32.0,36.97
0,0.0,32.0,0.0
1,18.0,32.0,16.36
2,8.0,32.0,173.04
0,0.0,32.0,0.0
0,0.0,32.0,0.0
1,10.14,32.0,14.79
0,0.0,32.0,0.0
0,0.0,32.0,0.0
2,11.86,32.0,26.75
1,9.14,32.0,26.73
0,0.0,32.0,0.0
0,0.0,32.0,0.0
3,6.29,32.0,19.5
0,0.0,32.0,0.0
0,0.0,32.0,0.0
0,0.0,32.0,0.0
0,0.0,32.0,0.0
0,0.0,32.0,0.0
0,0.0,32.0,0.0
1,19.0,32.0,11.97
1,29.29,32.0,23.49
3,23.71,32.0,45.91
2,27.14,32.0,33.14
0,0.0,32.0,0.0
0,0.0,32.0,0.0
0,0.0,32.0,0.0
1,4.57,32.0,15.3
0,0.0,31.86,0.0
0,0.0,31.86,0.0
0,0.0,31.86,0.0
4,29.14,31.86,20.81
0,0.0,31.86,0.0
1,1.57,31.86,44.11
3,3.29,31.86,20.62
0,0.0,31.86,0.0
0,0.0,31.86,0.0
0,0.0,31.86,0.0
0,0.0,31.86,0.0
0,0.0,31.86,0.0
0,0.0,31.86,0.0
3,30.71,31.86,18.66
1,23.71,31.86,71.62
0,0.0,31.86,0.0
1,1.0,31.86,14.37
1,30.57,31.86,41.47
2,11.14,31.86,25.68
0,0.0,31.86,0.0
2,24.29,31.86,29.74
0,0.0,31.86,0.0
0,0.0,31.86,0.0
0,0.0,31.86,0.0
3,25.71,31.86,34.78
0,0.0,31.86,0.0
1,30.57,31.86,12.99
0,0.0,31.86,0.0
1,19.29,31.86,11.77
0,0.0,31.86,0.0
9,30.57,31.71,61.41
0,0.0,31.71,0.0
0,0.0,31.71,0.0
4,8.43,31.71,53.3
0,0.0,31.71,0.0
2,23.43,31.71,18.96
0,0.0,31.71,0.0
5,26.0,31.71,23.78
0,0.0,31.71,0.0
0,0.0,31.71,0.0
1,5.29,31.71,27.94
0,0.0,31.71,0.0
0,0.0,31.71,0.0
1,23.0,31.71,5.78
0,0.0,31.71,0.0
0,0.0,31.71,0.0
2,11.71,31.71,34.21
0,0.0,31.71,0.0
0,0.0,31.71,0.0
0,0.0,31.71,0.0
0,0.0,31.71,0.0
0,0.0,31.71,0.0
4,30.29,31.71,36.39
1,5.0,31.71,42.1
0,0.0,31.71,0.0
0,0.0,31.57,0.0
1,1.0,31.57,21.74
5,22.86,31.57,22.8
0,0.0,31.57,0.0
0,0.0,31.57,0.0
0,0.0,31.57,0.0
1,7.57,31.57,93.84
0,0.0,31.57,0.0
1,11.14,31.57,25.54
0,0.0,31.57,0.0
1,8.0,31.57,15.36
0,0.0,31.57,0.0
1,6.57,31.57,23.94
0,0.0,31.57,0.0
0,0.0,31.57,0.0
0,0.0,31.57,0.0
0,0.0,31.57,0.0
1,0.86,31.57,29.37
3,28.14,31.57,12.24
0,0.0,31.57,0.0
0,0.0,31.57,0.0
2,14.0,31.57,12.47
0,0.0,31.57,0.0
14,30.29,31.57,19.01
4,16.86,31.57,92.42
0,0.0,31.43,0.0
0,0.0,31.43,0.0
0,0.0,31.43,0.0
0,0.0,31.43,0.0
0,0.0,31.43,0.0
0,0.0,31.43,0.0
2,30.14,31.43,11.47
0,0.0,31.43,0.0
0,0.0,31.43,0.0
2,24.71,31.43,10.39
0,0.0,31.43,0.0
3,18.71,31.43,27.09
0,0.0,31.43,0.0
2,6.29,31.43,19.99
0,0.0,31.43,0.0
0,0.0,31.43,0.0
1,1.43,31.43,14.96
1,27.43,31.43,12.25
6,19.57,31.43,28.41
1,26.14,31.43,13.97
6,18.14,31.43,37.41
0,0.0,31.43,0.0
1,2.71,31.43,14.96
2,7.43,31.43,13.07
0,0.0,31.43,0.0
0,0.0,31.43,0.0
2,22.57,31.43,36.81
1,22.57,31.43,78.52
0,0.0,31.43,0.0
2,21.43,31.43,32.02
1,31.14,31.43,15.49
0,0.0,31.43,0.0
1,9.57,31.29,29.99
0,0.0,31.29,0.0
2,21.0,31.29,27.24
0,0.0,31.29,0.0
0,0.0,31.29,0.0
3,17.43,31.29,28.94
0,0.0,31.29,0.0
0,0.0,31.29,0.0
0,0.0,31.29,0.0
0,0.0,31.29,0.0
0,0.0,31.29,0.0
0,0.0,31.29,0.0
0,0.0,31.29,0.0
4,13.14,31.29,43.97
0,0.0,31.29,0.0
4,20.14,31.29,32.45
0,0.0,31.29,0.0
1,6.0,31.29,28.74
0,0.0,31.29,0.0
0,0.0,31.29,0.0
5,29.14,31.29,87.24
0,0.0,31.29,0.0
2,26.86,31.29,79.81
0,0.0,31.29,0.0
1,17.14,31.14,19.77
0,0.0,31.14,0.0
5,26.86,31.14,24.93
0,0.0,31.14,0.0
1,2.29,31.14,17.3
2,26.29,31.14,54.04
0,0.0,31.14,0.0
2,12.29,31.14,93.8
2,19.14,31.14,16.13
0,0.0,31.14,0.0
0,0.0,31.14,0.0
1,16.71,31.14,11.77
0,0.0,31.14,0.0
0,0.0,31.14,0.0
0,0.0,31.14,0.0
0,0.0,31.14,0.0
0,0.0,31.14,0.0
0,0.0,31.14,0.0
1,26.14,31.14,52.87
2,5.0,31.14,28.84
0,0.0,31.14,0.0
0,0.0,31.14,0.0
0,0.0,31.14,0.0
0,0.0,31.14,0.0
3,22.14,31.14,33.4
0,0.0,31.14,0.0
4,22.0,31.14,22.15
0,0.0,31.14,0.0
1,2.0,31.14,13.97
0,0.0,31.14,0.0
0,0.0,31.14,0.0
3,25.86,31.14,97.1
1,3.14,31.14,49.27
0,0.0,31.14,0.0
2,25.14,31.14,100.35
0,0.0,31.14,0.0
2,4.0,31.14,16.86
1,10.43,31.0,31.13
0,0.0,31.0,0.0
0,0.0,31.0,0.0
0,0.0,31.0,0.0
4,19.0,31.0,82.83
0,0.0,31.0,0.0
0,0.0,31.0,0.0
0,0.0,31.0,0.0
26,30.86,31.0,39.97
1,30.57,31.0,11.49
6,26.14,31.0,40.85
0,0.0,31.0,0.0
0,0.0,31.0,0.0
1,8.29,31.0,14.9
0,0.0,31.0,0.0
0,0.0,31.0,0.0
0,0.0,31.0,0.0
2,30.57,31.0,17.63
0,0.0,31.0,0.0
0,0.0,31.0,0.0
0,0.0,31.0,0.0
2,1.57,31.0,68.17
0,0.0,31.0,0.0
0,0.0,31.0,0.0
1,17.43,31.0,26.94
2,19.71,31.0,22.96
0,0.0,31.0,0.0
1,29.29,31.0,10.48
0,0.0,31.0,0.0
0,0.0,31.0,0.0
0,0.0,31.0,0.0
14,29.86,30.86,18.13
0,0.0,30.86,0.0
1,2.71,30.86,14.79
0,0.0,30.86,0.0
2,5.14,30.86,17.57
4,25.43,30.86,29.48
0,0.0,30.86,0.0
1,2.71,30.86,11.77
6,29.29,30.86,67.14
0,0.0,30.86,0.0
0,0.0,30.86,0.0
1,0.14,30.86,15.36
3,26.0,30.86,15.58
1,2.14,30.86,13.97
0,0.0,30.86,0.0
0,0.0,30.86,0.0
0,0.0,30.86,0.0
0,0.0,30.86,0.0
1,16.29,30.86,50.48
1,2.29,30.86,11.97
0,0.0,30.86,0.0
8,28.71,30.86,117.46
0,0.0,30.86,0.0
0,0.0,30.86,0.0
0,0.0,30.86,0.0
0,0.0,30.86,0.0
0,0.0,30.86,0.0
0,0.0,30.86,0.0
3,25.86,30.86,17.89
0,0.0,30.86,0.0
1,5.43,30.86,27.34
0,0.0,30.86,0.0
0,0.0,30.86,0.0
3,30.29,30.86,22.39
0,0.0,30.86,0.0
1,1.14,30.86,14.37
1,10.71,30.71,7.98
1,3.0,30.71,20.99
1,22.0,30.71,29.92
0,0.0,30.71,0.0
1,3.86,30.71,16.36
9,12.0,30.71,24.46
0,0.0,30.71,0.0
0,0.0,30.71,0.0
3,26.43,30.71,28.2
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
1,7.57,30.71,26.74
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
1,2.0,30.71,9.97
0,0.0,30.71,0.0
2,4.0,30.71,22.64
0,0.0,30.71,0.0
4,20.29,30.71,59.3
1,25.0,30.71,186.26
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
0,0.0,30.71,0.0
2,21.43,30.71,87.46
0,0.0,30.71,0.0
1,24.71,30.71,14.96
1,30.29,30.71,12.99
1,14.71,30.57,12.77
0,0.0,30.57,0.0
3,17.57,30.57,21.64
2,6.0,30.57,14.67
0,0.0,30.57,0.0
2,27.71,30.57,21.13
5,28.43,30.57,39.96
0,0.0,30.57,0.0
1,16.57,30.57,15.96
0,0.0,30.57,0.0
0,0.0,30.57,0.0
1,1.71,30.57,10.77
1,25.86,30.57,19.55
0,0.0,30.57,0.0
0,0.0,30.57,0.0
0,0.0,30.57,0.0
0,0.0,30.57,0.0
1,3.29,30.57,48.36
0,0.0,30.57,0.0
5,25.86,30.57,28.81
1,28.14,30.57,60.44
0,0.0,30.57,0.0
1,5.71,30.57,12.49
0,0.0,30.57,0.0
4,26.71,30.57,39.38
0,0.0,30.57,0.0
0,0.0,30.57,0.0
0,0.0,30.57,0.0
0,0.0,30.57,0.0
0,0.0,30.57,0.0
4,21.71,30.43,27.34
3,12.71,30.43,41.36
0,0.0,30.43,0.0
0,0.0,30.43,0.0
0,0.0,30.43,0.0
1,17.29,30.43,33.86
0,0.0,30.43,0.0
1,3.29,30.43,38.31
0,0.0,30.43,0.0
2,8.86,30.43,20.35
0,0.0,30.43,0.0
0,0.0,30.43,0.0
0,0.0,30.43,0.0
2,24.43,30.43,12.57
4,20.86,30.43,23.7
0,0.0,30.43,0.0
0,0.0,30.43,0.0
0,0.0,30.43,0.0
0,0.0,30.43,0.0
2,19.57,30.43,38.73
0,0.0,30.43,0.0
0,0.0,30.43,0.0
0,0.0,30.43,0.0
1,16.86,30.43,14.96
0,0.0,30.43,0.0
1,6.0,30.43,24.73
1,4.29,30.29,18.36
0,0.0,30.29,0.0
0,0.0,30.29,0.0
3,16.86,30.29,21.01
3,30.29,30.29,23.29
0,0.0,30.29,0.0
2,25.71,30.29,45.19
0,0.0,30.29,0.0
1,21.14,30.29,56.77
0,0.0,30.29,0.0
1,24.57,30.29,28.74
0,0.0,30.29,0.0
0,0.0,30.29,0.0
0,0.0,30.29,0.0
5,28.29,30.29,63.19
1,8.29,30.29,22.54
3,18.29,30.29,13.23
0,0.0,30.29,0.0
2,19.43,30.29,11.77
1,1.86,30.29,25.99
0,0.0,30.29,0.0
1,10.14,30.29,28.08
0,0.0,30.29,0.0
0,0.0,30.29,0.0
0,0.0,30.29,0.0
1,22.0,30.29,13.97
0,0.0,30.29,0.0
2,3.86,30.29,39.81
0,0.0,30.29,0.0
0,0.0,30.29,0.0
0,0.0,30.29,0.0
2,17.71,30.14,245.21
3,20.86,30.14,24.75
0,0.0,30.14,0.0
0,0.0,30.14,0.0
5,30.0,30.14,20.87
0,0.0,30.14,0.0
2,2.0,30.14,18.34
0,0.0,30.14,0.0
0,0.0,30.14,0.0
0,0.0,30.14,0.0
0,0.0,30.14,0.0
0,0.0,30.14,0.0
1,1.29,30.14,5.78
1,16.14,30.14,14.96
0,0.0,30.14,0.0
0,0.0,30.14,0.0
9,28.57,30.14,32.13
2,8.86,30.14,41.14
0,0.0,30.14,0.0
1,6.29,30.14,52.5
1,2.14,30.14,116.47
0,0.0,30.14,0.0
0,0.0,30.14,0.0
0,0.0,30.14,0.0
1,21.86,30.14,41.11
1,21.86,30.14,43.89
0,0.0,30.14,0.0
0,0.0,30.14,0.0
0,0.0,30.14,0.0
0,0.0,30.14,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
2,5.43,30.0,15.48
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
3,29.71,30.0,43.47
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
1,20.86,30.0,15.36
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
2,25.14,30.0,22.35
0,0.0,30.0,0.0
4,25.14,30.0,26.47
0,0.0,30.0,0.0
4,28.43,30.0,33.56
3,24.43,30.0,32.79
0,0.0,30.0,0.0
3,16.0,30.0,10.83
2,15.71,30.0,43.69
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
0,0.0,30.0,0.0
4,7.57,30.0,34.94
0,0.0,30.0,0.0
0,0.0,29.86,0.0
0,0.0,29.86,0.0
5,26.57,29.86,31.61
3,6.29,29.86,90.41
2,15.29,29.86,34.13
2,28.71,29.86,15.23
0,0.0,29.86,0.0
0,0.0,29.86,0.0
3,24.71,29.86,38.57
2,16.86,29.86,19.99
4,26.57,29.86,32.66
0,0.0,29.86,0.0
7,28.0,29.86,12.89
1,21.57,29.86,14.96
2,20.71,29.86,14.77
0,0.0,29.86,0.0
2,8.14,29.86,13.73
2,15.29,29.86,23.0
0,0.0,29.86,0.0
3,2.43,29.86,47.03
0,0.0,29.86,0.0
0,0.0,29.86,0.0
0,0.0,29.86,0.0
1,24.57,29.86,16.36
0,0.0,29.86,0.0
1,14.0,29.86,56.06
0,0.0,29.86,0.0
0,0.0,29.86,0.0
3,12.71,29.86,8.51
0,0.0,29.86,0.0
0,0.0,29.86,0.0
1,2.86,29.86,26.73
6,26.43,29.86,27.93
0,0.0,29.86,0.0
1,17.57,29.86,29.98
0,0.0,29.86,0.0
2,24.86,29.86,41.72
3,5.71,29.86,26.32
0,0.0,29.86,0.0
0,0.0,29.86,0.0
3,9.71,29.71,64.21
0,0.0,29.71,0.0
1,20.14,29.71,105.26
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
5,29.57,29.71,42.51
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
1,21.14,29.71,87.4
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
0,0.0,29.71,0.0
9,23.43,29.71,62.4
4,28.14,29.71,26.91
2,27.57,29.71,47.95
0,0.0,29.71,0.0
0,0.0,29.71,0.0
1,5.0,29.71,48.31
4,8.0,29.71,45.73
1,20.86,29.57,27.94
0,0.0,29.57,0.0
1,1.0,29.57,63.04
0,0.0,29.57,0.0
1,20.86,29.57,11.77
0,0.0,29.57,0.0
0,0.0,29.57,0.0
1,19.71,29.57,28.77
0,0.0,29.57,0.0
1,0.71,29.57,6.77
0,0.0,29.57,0.0
0,0.0,29.57,0.0
0,0.0,29.57,0.0
1,1.71,29.57,32.99
0,0.0,29.57,0.0
1,14.29,29.57,36.7
5,29.43,29.57,40.12
0,0.0,29.57,0.0
1,25.0,29.57,14.96
0,0.0,29.57,0.0
0,0.0,29.57,0.0
0,0.0,29.57,0.0
1,27.0,29.57,12.99
0,0.0,29.57,0.0
1,9.71,29.57,14.99
0,0.0,29.57,0.0
1,2.0,29.57,18.99
0,0.0,29.57,0.0
1,1.57,29.57,43.89
1,26.29,29.43,12.25
0,0.0,29.43,0.0
0,0.0,29.43,0.0
0,0.0,29.43,0.0
7,28.57,29.43,36.26
0,0.0,29.43,0.0
0,0.0,29.43,0.0
1,28.57,29.43,2.99
0,0.0,29.43,0.0
1,24.0,29.43,11.77
0,0.0,29.43,0.0
0,0.0,29.43,0.0
0,0.0,29.43,0.0
0,0.0,29.43,0.0
0,0.0,29.43,0.0
0,0.0,29.43,0.0
1,2.43,29.43,44.69
1,9.57,29.43,9.7
0,0.0,29.43,0.0
0,0.0,29.43,0.0
1,24.14,29.43,14.37
0,0.0,29.43,0.0
2,10.71,29.43,11.77
0,0.0,29.43,0.0
0,0.0,29.43,0.0
0,0.0,29.43,0.0
1,11.43,29.43,9.99
0,0.0,29.43,0.0
0,0.0,29.29,0.0
0,0.0,29.29,0.0
1,16.29,29.29,13.97
15,23.86,29.29,19.83
0,0.0,29.29,0.0
1,16.29,29.29,59.65
0,0.0,29.29,0.0
2,20.57,29.29,14.47
0,0.0,29.29,0.0
0,0.0,29.29,0.0
3,22.57,29.29,24.76
0,0.0,29.29,0.0
0,0.0,29.29,0.0
0,0.0,29.29,0.0
0,0.0,29.29,0.0
1,12.14,29.29,22.54
0,0.0,29.29,0.0
21,4.71,29.29,299.63
2,20.43,29.29,75.05
0,0.0,29.29,0.0
0,0.0,29.29,0.0
0,0.0,29.29,0.0
3,19.86,29.29,17.89
0,0.0,29.29,0.0
0,0.0,29.29,0.0
3,16.14,29.29,19.48
2,20.57,29.29,37.82
1,2.14,29.29,12.79
0,0.0,29.29,0.0
0,0.0,29.29,0.0
1,0.43,29.29,42.49
1,17.14,29.14,123.53
1,3.29,29.14,32.0
0,0.0,29.14,0.0
0,0.0,29.14,0.0
1,25.14,29.14,17.3
2,18.29,29.14,213.01
2,3.71,29.14,20.69
1,5.14,29.14,34.93
0,0.0,29.14,0.0
0,0.0,29.14,0.0
4,28.57,29.14,13.17
0,0.0,29.14,0.0
0,0.0,29.14,0.0
0,0.0,29.14,0.0
2,27.86,29.14,12.13
0,0.0,29.14,0.0
0,0.0,29.14,0.0
1,22.71,29.14,14.96
0,0.0,29.14,0.0
1,19.14,29.14,15.76
1,11.14,29.14,20.54
0,0.0,29.14,0.0
0,0.0,29.14,0.0
0,0.0,29.14,0.0
2,27.71,29.14,34.91
0,0.0,29.14,0.0
0,0.0,29.14,0.0
0,0.0,29.14,0.0
2,20.14,29.14,32.53
0,0.0,29.14,0.0
0,0.0,29.0,0.0
2,4.0,29.0,36.11
0,0.0,29.0,0.0
0,0.0,29.0,0.0
0,0.0,29.0,0.0
1,15.14,29.0,26.14
0,0.0,29.0,0.0
0,0.0,29.0,0.0
6,21.29,29.0,38.25
0,0.0,29.0,0.0
11,23.29,29.0,30.04
0,0.0,29.0,0.0
0,0.0,29.0,0.0
1,3.86,29.0,14.96
1,1.57,29.0,13.97
0,0.0,29.0,0.0
1,28.0,29.0,11.49
1,18.29,29.0,38.97
2,10.86,29.0,49.97
2,25.43,29.0,25.66
0,0.0,29.0,0.0
3,1.43,29.0,37.45
0,0.0,29.0,0.0
0,0.0,29.0,0.0
0,0.0,29.0,0.0
0,0.0,29.0,0.0
0,0.0,29.0,0.0
0,0.0,29.0,0.0
0,0.0,29.0,0.0
0,0.0,29.0,0.0
1,8.86,28.86,22.77
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
1,1.71,28.86,60.25
17,28.43,28.86,48.23
2,23.71,28.86,15.16
2,11.86,28.86,35.86
0,0.0,28.86,0.0
2,3.0,28.86,26.54
0,0.0,28.86,0.0
2,21.29,28.86,20.65
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
1,16.71,28.86,13.97
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
