_id,id,date,cds_bought,spent
6449,606,19970125,2,28.74
6449,606,19970901,1,14.37
6461,607,19970125,1,14.96
6475,608,19970125,1,21.7
6475,608,19970422,2,29.76
6475,608,19970430,1,12.97
6479,609,19970125,4,49.96
6479,609,19970126,3,37.47
6479,609,19970628,1,36.69
6481,610,19970125,2,34.75
1499,611,19970126,1,11.77
1499,611,19970408,12,163.61
2550,612,19970126,4,55.07
2550,612,19970621,1,11.77
4819,613,19970126,1,9.97
4819,613,19970701,1,11.77
4819,613,19970918,1,11.49
4819,613,19971114,1,11.49
4819,613,19980225,1,11.49
5022,614,19970126,3,38.71
6228,615,19970126,2,30.32
6504,616,19970126,1,24.99
6518,617,19970126,2,39.48
6528,618,19970126,2,18.95
6528,618,19970202,4,35.71
6528,618,19970222,1,7.78
6537,619,19970126,4,59.26
6551,620,19970126,1,14.96
6559,621,19970126,2,19.95
6559,621,19970322,1,19.99
6574,622,19970126,1,15.76
6579,623,19970126,1,27.77
6579,623,19970712,1,13.97
6601,624,19970126,5,73.95
6606,625,19970126,4,57.85
6606,625,19970314,3,46.08
6606,625,19970410,2,29.98
6606,625,19970414,1,19.99
6615,626,19970126,1,14.37
6631,627,19970126,2,24.98
6645,628,19970126,1,9.77
6662,629,19970126,1,15.36
6686,630,19970126,3,28.11
6686,630,19970923,2,18.98
6686,630,19971208,4,43.96
6686,630,19980329,2,27.98
6702,631,19970126,1,13.97
6717,632,19970126,1,14.37
6729,633,19970126,1,12.77
6729,633,19970214,5,75.2
6733,634,19970126,1,14.99
6760,635,19970126,5,53.29
6781,636,19970126,1,15.36
1117,637,19970127,1,14.96
2337,638,19970127,2,9.98
6682,639,19970127,3,73.97
6797,640,19970127,1,15.36
6799,641,19970127,4,50.54
6799,641,19970216,3,39.32
6799,641,19970705,4,56.07
6799,641,19970802,2,24.73
6799,641,19971019,3,41.97
6799,641,19971102,3,40.97
6799,641,19980208,8,111.3
6799,641,19980326,1,10.99
6799,641,19980411,1,12.99
6799,641,19980623,2,45.98
6819,642,19970127,1,6.79
6821,643,19970127,2,29.33
6821,643,19970213,1,18.36
6821,643,19970228,3,28.14
6821,643,19970627,1,7.78
6821,643,19970814,1,6.77
6838,644,19970127,4,165.07
6838,644,19980127,1,11.88
6854,645,19970127,1,14.37
6854,645,19980113,2,32.98
6854,645,19980511,1,16.99
6869,646,19970127,1,11.77
6892,647,19970127,2,24.74
6898,648,19970127,2,29.73
6898,648,19970207,1,9.98
6898,648,19970418,1,13.97
6898,648,19971114,1,10.49
6898,648,19971223,1,10.49
6918,649,19970127,1,13.97
6918,649,19970328,1,15.36
6918,649,19980128,1,14.49
6918,649,19980201,1,15.49
6918,649,19980217,1,15.49
6918,649,19980416,3,44.47
6931,650,19970127,1,21.37
6931,650,19970313,2,29.33
6931,650,19980321,2,22.48
6934,651,19970127,1,36.99
6934,651,19971030,4,52.46
6934,651,19971125,2,28.48
6955,652,19970127,1,9.77
6967,653,19970127,2,28.74
6983,654,19970127,1,14.37
6993,655,19970127,1,11.77
6993,655,19970130,1,14.37
6993,655,19970226,1,14.37
6993,655,19970727,7,76.79
6993,655,19970807,3,26.83
6993,655,19970902,2,14.58
6999,656,19970127,2,31.52
6999,656,19970309,1,11.77
7001,657,19970127,4,61.05
7001,657,19980326,5,77.45
7017,658,19970127,3,37.03
7021,659,19970127,2,28.47
7021,659,19970318,2,26.73
7024,660,19970127,6,70.83
7024,660,19970320,3,28.86
7024,660,19970326,1,19.3
7037,661,19970127,2,31.32
7037,661,19970920,1,12.99
7040,662,19970127,2,24.74
7050,663,19970127,2,23.98
7071,664,19970127,2,23.54
7093,665,19970127,1,11.77
7093,665,19980509,1,5.49
6131,666,19970128,1,44.77
6131,666,19970623,4,52.47
6912,667,19970128,1,5.78
7102,668,19970128,3,31.93
7102,668,19970218,2,27.13
7102,668,19970224,2,19.75
7102,668,19970225,3,44.32
7102,668,19970403,3,53.09
7102,668,19970418,3,42.9
7102,668,19970422,2,30.72
7102,668,19970511,1,14.96
7102,668,19970920,1,2.99
7104,669,19970128,3,42.9
7104,669,19970228,3,54.71
7112,670,19970128,1,28.99
7120,671,19970128,2,28.76
7120,671,19970208,1,15.96
7120,671,19970424,4,57.06
7120,671,19970701,2,27.94
7120,671,19970708,1,16.36
7120,671,19970725,1,28.97
7120,671,19970821,3,72.89
7120,671,19971011,2,25.98
7120,671,19971220,1,12.99
7120,671,19980425,3,45.47
7122,672,19970128,1,15.36
7122,672,19970326,3,34.11
7130,673,19970128,5,84.83
7130,673,19970204,1,13.97
7130,673,19970224,2,26.33
7130,673,19980130,4,61.96
7130,673,19980212,4,55.04
7130,673,19980317,4,75.96
7130,673,19980531,4,70.45
7136,674,19970128,2,32.29
7148,675,19970128,3,45.89
7148,675,19970207,3,96.93
7148,675,19970620,2,21.74
7148,675,19970724,2,37.73
7148,675,19970724,4,54.96
7148,675,19971110,2,34.48
7148,675,19971209,7,108.43
7152,676,19970128,5,69.47
7152,676,19970215,6,87.27
7152,676,19970312,3,39.9
7152,676,19970408,1,14.96
7152,676,19970505,8,113.35
7152,676,19970611,5,86.43
7152,676,19970708,10,134.09
7158,677,19970128,3,58.31
7162,678,19970128,1,6.79
7162,678,19970620,1,14.96
7180,679,19970128,1,5.99
7186,680,19970128,2,31.35
7186,680,19970312,2,26.96
7186,680,19970522,2,30.32
7193,681,19970128,1,15.36
7193,681,19970207,1,29.77
7193,681,19970210,1,14.37
7193,681,19970409,1,13.97
7193,681,19970526,1,14.37
7193,681,19970723,2,13.76
7193,681,19971103,1,12.49
7193,681,19980131,1,7.49
7193,681,19980317,3,38.86
7193,681,19980325,2,34.86
7193,681,19980421,3,38.86
7193,681,19980501,1,11.18
7193,681,19980504,1,15.49
7198,682,19970128,2,28.74
7204,683,19970128,1,12.49
7204,683,19970812,1,10.77
7216,684,19970128,2,31.54
7231,685,19970128,1,24.99
7244,686,19970128,1,14.96
7260,687,19970128,2,27.94
7276,688,19970128,1,19.99
7288,689,19970128,1,11.77
7294,690,19970128,1,21.7
7294,690,19970609,2,29.92
7294,690,19980313,3,34.8
7305,691,19970128,1,15.39
7305,691,19970311,2,21.54
7313,692,19970128,2,32.6
7323,693,19970128,2,18.95
7323,693,19970211,2,25.56
7323,693,19970215,1,15.36
7323,693,19970316,3,46.08
7323,693,19970318,1,26.99
7323,693,19970323,2,29.92
7323,693,19970323,1,15.36
7323,693,19970328,2,31.78
7323,693,19970413,4,58.85
7323,693,19970420,3,56.97
7323,693,19970504,5,83.42
7323,693,19970513,4,55.32
7323,693,19970615,4,55.65
7323,693,19970909,1,7.49
7323,693,19970926,4,42.96
7323,693,19980107,4,90.96
7323,693,19980119,1,14.49
7323,693,19980222,4,43.85
7323,693,19980222,1,15.49
7323,693,19980224,3,47.97
7323,693,19980225,1,11.88
7323,693,19980322,2,31.98
7330,694,19970128,1,16.36
7361,695,19970128,2,36.48
7367,696,19970128,1,22.99
7367,696,19970222,1,24.99
2944,697,19970129,1,14.96
2944,697,19970310,2,30.33
2944,697,19970406,1,14.96
2944,697,19970729,1,14.96
6075,698,19970129,1,3.99
6296,699,19970129,2,27.13
6296,699,19970130,1,11.77
6296,699,19970205,1,11.77
6296,699,19970220,1,14.37
6296,699,19970506,1,11.77
6296,699,19970510,2,36.41
6296,699,19980314,2,19.98
6296,699,19980528,1,11.49
7292,700,19970129,3,36.97
7292,700,19980111,2,38.98
7375,701,19970129,1,15.36
7375,701,19970515,1,14.96
7375,701,19970531,2,26.14
7375,701,19971025,1,12.99
7375,701,19971112,1,12.99
7384,702,19970129,7,104.17
7384,702,19970708,9,128.89
7386,703,19970129,1,13.99
7401,704,19970129,2,33.13
7409,705,19970129,1,12.97
7409,705,19970417,1,11.78
7422,706,19970129,1,21.99
7449,707,19970129,1,11.77
7449,707,19970226,2,37.75
7460,708,19970129,1,14.79
7460,708,19970202,2,29.58
7462,709,19970129,1,12.49
7484,710,19970129,2,25.76
7500,711,19970129,1,19.99
7512,712,19970129,2,9.98
7512,712,19970209,2,30.92
7512,712,19970530,2,29.92
7512,712,19970705,1,14.37
7512,712,19970831,1,14.96
7512,712,19980418,2,29.36
7513,713,19970129,1,14.7
7513,713,19970211,1,14.7
7513,713,19970214,2,9.58
7513,713,19970223,1,14.96
7513,713,19970324,2,25.74
7513,713,19970815,1,15.36
7513,713,19970921,1,17.49
7513,713,19980324,2,24.48
7513,713,19980429,2,29.98
7513,713,19980527,2,24.48
7513,713,19980625,1,17.49
7513,713,19980628,1,11.49
7517,714,19970129,2,30.36
7517,714,19970210,1,14.37
7536,715,19970129,5,80.26
7536,715,19970220,4,50.27
7536,715,19970407,4,50.27
7540,716,19970129,2,27.13
7540,716,19980311,4,51.13
7540,716,19980624,4,56.46
7561,717,19970129,1,14.96
7561,717,19980219,1,17.99
7561,717,19980305,1,15.49
7572,718,19970129,2,35.34
7572,718,19970310,1,14.96
7572,718,19970423,1,13.97
7572,718,19980417,2,24.46
7579,719,19970129,4,67.47
7587,720,19970129,1,11.77
7587,720,19970130,1,14.37
7587,720,19970201,1,9.77
7587,720,19970223,1,11.77
7587,720,19970416,1,14.37
7587,720,19970505,1,14.96
7587,720,19970523,1,15.96
7587,720,19970930,1,20.99
7587,720,19971129,1,12.99
7601,721,19970129,1,15.36
7618,722,19970129,1,6.79
7636,723,19970129,4,57.09
7647,724,19970129,2,26.14
7661,725,19970129,2,27.13
7674,726,19970129,2,30.15
7674,726,19970508,6,79.01
7674,726,19970606,2,51.53
7674,726,19970620,1,13.97
7675,727,19970129,2,30.13
7691,728,19970129,1,14.37
7691,728,19970206,2,25.74
7691,728,19970217,3,43.3
7691,728,19970311,4,63.86
7691,728,19970414,8,86.27
7691,728,19970528,9,93.24
7694,729,19970129,2,24.94
3268,730,19970130,1,16.99
3268,730,19970407,1,11.77
3268,730,19970414,1,11.77
5067,731,19970130,3,41.5
5067,731,19970303,1,18.76
5067,731,19980309,2,9.48
5067,731,19980318,2,29.98
5722,732,19970130,3,39.51
5722,732,19970316,2,39.74
5722,732,19970829,3,36.71
5722,732,19970923,3,35.97
5722,732,19971028,3,25.47
7442,733,19970130,1,15.36
7520,734,19970130,1,14.96
7710,735,19970130,2,20.54
7726,736,19970130,3,32.24
7726,736,19971022,12,201.88
7745,737,19970130,1,6.79
7764,738,19970130,2,44.98
7772,739,19970130,2,28.94
7772,739,19970503,1,12.49
7772,739,19980227,2,24.07
7780,740,19970130,1,11.77
7795,741,19970130,2,28.73
7795,741,19970723,1,14.96
7795,741,19980505,2,24.87
7800,742,19970130,1,5.98
7811,743,19970130,1,14.37
7811,743,19971121,1,14.49
7811,743,19971229,1,14.49
7811,743,19980226,1,12.58
7830,744,19970130,2,40.73
7838,745,19970130,1,7.98
7838,745,19970421,1,17.7
7838,745,19970511,1,15.96
7838,745,19971008,2,15.98
7838,745,19980103,1,13.99
7847,746,19970130,1,19.98
7856,747,19970130,6,90.41
7856,747,19970428,2,70.13
7856,747,19971212,17,238.33
7856,747,19980309,11,152.46
7856,747,19980508,8,99.16
7867,748,19970130,1,11.77
7881,749,19970130,2,39.98
7889,750,19970130,1,12.49
7889,750,19970321,1,6.79
7901,751,19970130,2,32.48
7901,751,19970211,1,162.99
7901,751,19970303,4,81.95
7901,751,19970324,1,28.7
7901,751,19970331,1,29.9
7901,751,19970405,1,13.97
7901,751,19970520,4,155.8
7901,751,19970720,1,9.77
7901,751,19970725,3,49.9
7901,751,19970819,5,74.21
7901,751,19970823,1,15.36
7901,751,19971030,5,132.95
7901,751,19971104,6,107.44
7916,752,19970130,1,15.36
7937,753,19970130,2,54.98
7948,754,19970130,1,16.0
7960,755,19970130,1,19.99
7967,756,19970130,1,16.36
7967,756,19970204,1,11.97
7967,756,19970329,1,14.96
7967,756,19970525,1,12.97
7967,756,19980126,1,13.99
7974,757,19970130,3,36.51
7974,757,19970525,1,12.77
7974,757,19970526,1,11.77
7974,757,19970530,3,37.5
7982,758,19970130,1,21.97
8001,759,19970130,2,23.54
5413,760,19970131,6,68.44
5413,760,19970227,4,58.66
5413,760,19970405,5,75.21
8008,761,19970131,5,110.84
8008,761,19970216,6,78.01
8008,761,19970305,7,92.38
8008,761,19970428,7,107.39
8008,761,19970704,5,76.84
8008,761,19970930,6,93.44
8008,761,19971110,9,122.91
8008,761,19971207,4,54.96
8021,762,19970131,1,14.99
8021,762,19970227,2,25.94
8021,762,19970315,1,19.77
8021,762,19970329,1,12.49
8021,762,19970712,1,13.97
8021,762,19971207,2,22.98
8021,762,19980218,1,34.98
8022,763,19970131,4,72.46
8022,763,19971231,9,116.41
8022,763,19980630,10,200.57
8039,764,19970131,1,88.7
8060,765,19970131,3,45.28
8076,766,19970131,1,8.97
8092,767,19970131,1,15.99
8092,767,19971111,1,2.99
8092,767,19980626,1,12.58
8111,768,19970131,5,76.8
8135,769,19970131,1,14.97
8143,770,19970131,2,30.72
8143,770,19970226,2,27.94
8157,771,19970131,2,26.73
8173,772,19970131,1,16.96
8194,773,19970131,1,11.77
8208,774,19970131,5,104.29
8220,775,19970131,1,11.77
8220,775,19970523,1,15.36
8220,775,19971121,2,26.48
8221,776,19970131,1,13.97
8221,776,19970202,2,24.98
8222,777,19970131,1,12.49
8222,777,19970219,1,6.79
8222,777,19970225,1,22.99
8222,777,19970406,1,6.79
8228,778,19970131,3,46.08
8228,778,19970402,2,28.34
8235,779,19970131,1,9.98
8249,780,19970131,1,14.96
8268,781,19970131,1,11.77
60,782,19970201,2,21.75
7854,783,19970201,1,12.97
7854,783,19970208,3,46.93
7854,783,19970314,4,52.67
7854,783,19970404,1,14.96
7854,783,19970507,2,70.76
7854,783,19970507,2,35.34
7854,783,19970904,3,38.5
7854,783,19970919,2,22.98
7854,783,19971024,2,25.98
7854,783,19971109,1,12.99
7854,783,19971220,8,131.42
7854,783,19971225,4,56.96
7854,783,19980207,2,22.48
7854,783,19980408,1,30.49
7887,784,19970201,3,43.73
7887,784,19970211,3,38.9
7887,784,19970730,3,35.33
8290,785,19970201,1,8.97
8307,786,19970201,1,4.79
8326,787,19970201,3,66.26
8343,788,19970201,2,31.35
8364,789,19970201,1,14.37
8377,790,19970201,2,117.74
8391,791,19970201,1,12.49
8391,791,19980213,1,22.49
8391,791,19980516,1,9.49
8405,792,19970201,4,55.26
8405,792,19980219,3,22.47
8405,792,19980420,4,51.35
8405,792,19980424,1,6.28
8408,793,19970201,4,48.67
8408,793,19970216,4,50.3
8419,794,19970201,1,9.78
8419,794,19970208,1,9.98
8419,794,19970304,1,9.98
8419,794,19970321,2,23.36
8419,794,19970520,2,13.58
8419,794,19970606,1,10.98
8419,794,19970905,1,12.97
8429,795,19970201,1,38.99
8443,796,19970201,3,80.3
8443,796,19970314,1,32.37
8444,797,19970201,1,19.77
8450,798,19970201,8,89.2
8450,798,19970315,5,65.63
8450,798,19970330,13,189.0
8450,798,19980315,2,24.98
8463,799,19970201,2,25.74
8463,799,19980518,2,23.76
8479,800,19970201,1,11.77
8481,801,19970201,10,147.07
8481,801,19970309,4,63.84
8481,801,19970509,11,157.86
8481,801,19970530,6,87.22
8481,801,19970707,7,104.94
8481,801,19970718,9,160.87
8481,801,19970904,10,144.69
8481,801,19970904,1,14.96
8481,801,19970925,10,137.9
8481,801,19971106,9,120.41
8481,801,19980321,15,201.55
8481,801,19980407,8,107.43
8481,801,19980505,6,76.8
8502,802,19970201,1,14.37
8516,803,19970201,1,16.76
8527,804,19970201,1,15.96
8538,805,19970201,2,25.75
8538,805,19970424,2,24.69
8538,805,19970626,2,40.14
8538,805,19980117,1,17.99
8542,806,19970201,2,23.54
8560,807,19970201,2,27.85
8573,808,19970201,1,32.97
8592,809,19970201,2,26.67
8601,810,19970201,5,62.25
8601,810,19970313,4,49.88
8601,810,19970501,3,43.7
8601,810,19980115,4,56.96
8601,810,19980212,1,11.49
8601,810,19980303,1,11.88
8601,810,19980330,2,28.48
8601,810,19980608,2,28.98
8601,810,19980628,1,12.99
3567,811,19970202,13,179.21
4979,812,19970202,2,11.58
4979,812,19970325,1,19.99
4979,812,19971124,1,12.99
8496,813,19970202,2,42.98
8496,813,19970205,2,40.98
8496,813,19970312,1,14.99
8496,813,19970404,2,26.74
8496,813,19970410,2,28.33
8496,813,19970426,3,57.34
8496,813,19970508,2,25.74
8496,813,19970509,1,11.97
8496,813,19970606,2,47.7
8496,813,19970630,2,23.54
8496,813,19970710,1,14.37
8496,813,19970716,2,32.01
8496,813,19970728,2,35.37
8496,813,19970927,1,12.99
8496,813,19971018,2,30.48
8496,813,19971103,2,41.98
8496,813,19971111,2,25.48
8496,813,19971222,1,71.49
8496,813,19980103,2,25.48
8496,813,19980107,3,53.97
8496,813,19980114,2,27.48
8496,813,19980208,3,38.97
8496,813,19980309,2,24.98
8496,813,19980326,1,23.99
8496,813,19980329,2,18.98
8496,813,19980402,4,49.96
8496,813,19980408,3,34.97
8496,813,19980424,1,17.99
8496,813,19980501,4,57.96
8496,813,19980520,2,27.98
8496,813,19980604,3,46.97
8496,813,19980612,4,52.96
8496,813,19980620,2,25.48
8500,814,19970202,2,57.14
8500,814,19970208,4,52.89
8500,814,19970208,1,11.77
8500,814,19970213,1,22.3
8500,814,19970213,1,11.77
8500,814,19970214,1,12.97
8500,814,19970227,1,6.77
8500,814,19970227,1,12.77
8500,814,19970302,1,11.77
8500,814,19970306,1,12.97
8500,814,19970313,2,23.74
8500,814,19970313,1,11.77
8613,815,19970202,2,29.67
8628,816,19970202,1,14.37
8666,817,19970202,2,23.74
8666,817,19970225,3,39.71
8666,817,19970319,3,38.51
8666,817,19970914,3,40.97
8678,818,19970202,4,68.51
8686,819,19970202,1,15.36
8686,819,19970707,1,11.77
8693,820,19970202,1,12.97
8699,821,19970202,5,52.46
8699,821,19970307,5,66.63
8700,822,19970202,1,11.77
8700,822,19970620,1,14.96
8718,823,19970202,6,76.6
8718,823,19970204,3,40.7
8718,823,19970208,3,43.7
8720,824,19970202,1,22.0
8742,825,19970202,3,45.53
8757,826,19970202,4,58.53
8769,827,19970202,1,19.99
8769,827,19970401,1,13.97
8776,828,19970202,1,12.49
8791,829,19970202,4,33.7
8811,830,19970202,1,10.99
8811,830,19970630,4,44.28
8815,831,19970202,1,13.97
8815,831,19970719,2,21.75
8816,832,19970202,1,17.96
8839,833,19970202,2,18.54
8853,834,19970202,2,20.98
8853,834,19980321,1,11.49
8868,835,19970202,7,129.98
8879,836,19970202,1,15.7
8879,836,19970627,1,12.25
8879,836,19970907,1,12.25
8881,837,19970202,1,12.97
8881,837,19970206,1,12.97
8883,838,19970202,5,61.45
8897,839,19970202,2,27.13
8897,839,19971114,1,15.49
8903,840,19970202,1,14.96
8903,840,19970808,1,15.96
8903,840,19971108,1,12.99
8903,840,19980302,2,102.48
8903,840,19980607,1,32.49
8903,840,19980607,1,18.49
619,841,19970203,3,41.1
619,841,19970207,4,45.28
619,841,19970210,2,29.33
619,841,19970213,2,29.33
619,841,19970219,2,23.54
619,841,19970224,2,23.54
619,841,19970226,1,13.97
619,841,19970303,2,29.33
619,841,19970317,3,37.3
619,841,19970321,1,9.99
619,841,19970324,2,29.33
619,841,19970324,1,12.99
619,841,19970328,1,11.77
619,841,19970411,1,12.77
619,841,19970415,1,11.77
619,841,19970415,1,25.77
619,841,19970422,3,38.31
619,841,19970424,1,15.36
619,841,19970623,2,21.54
619,841,19970724,4,50.48
619,841,19970725,4,60.05
619,841,19970929,2,28.48
619,841,19971027,2,26.98
619,841,19971114,1,9.49
619,841,19971202,6,77.44
619,841,19971202,5,64.45
619,841,19971203,4,38.46
619,841,19971209,1,11.49
619,841,19971215,1,12.49
619,841,19980112,1,14.49
619,841,19980216,2,25.48
619,841,19980309,3,45.47
619,841,19980311,1,11.49
619,841,19980323,3,36.97
619,841,19980423,1,25.99
619,841,19980519,1,22.99
4113,842,19970203,4,61.09
4113,842,19970329,11,166.25
4113,842,19970630,3,41.5
5240,843,19970203,3,47.71
5240,843,19970809,3,50.33
5240,843,19970818,2,26.56
5240,843,19980207,2,27.97
5242,844,19970203,1,12.99
7333,845,19970203,5,68.65
7333,845,19970216,7,88.18
7333,845,19970630,10,131.07
7435,846,19970203,3,35.51
7435,846,19970211,1,19.99
7435,846,19970211,1,13.77
7435,846,19970512,7,103.94
7898,847,19970203,2,23.36
8656,848,19970203,13,261.79
8915,849,19970203,1,11.77
8922,850,19970203,1,11.77
8922,850,19970321,2,58.14
8929,851,19970203,8,119.57
8944,852,19970203,3,43.3
8964,853,19970203,2,26.14
8976,854,19970203,2,31.72
8976,854,19970206,1,16.76
8976,854,19971224,1,10.49
8976,854,19980421,8,116.33
8985,855,19970203,1,54.77
9005,856,19970203,3,39.71
9005,856,19970418,1,13.97
9005,856,19971010,2,28.48
9005,856,19971030,2,24.98
9005,856,19971125,5,62.95
9005,856,19980227,2,57.57
9005,856,19980410,5,65.34
9008,857,19970203,1,13.7
9019,858,19970203,5,72.85
9019,858,19970213,2,29.98
9024,859,19970203,1,10.78
9041,860,19970203,2,29.58
9046,861,19970203,2,30.32
9046,861,19970603,1,15.96
9046,861,19970611,1,9.98
9046,861,19980104,3,40.97
9046,861,19980109,3,40.97
9064,862,19970203,2,57.54
9080,863,19970203,1,11.77
9093,864,19970203,1,10.77
9104,865,19970203,2,25.54
9104,865,19970518,3,43.09
9109,866,19970203,1,28.99
9120,867,19970203,1,14.79
9120,867,19970223,1,13.77
9120,867,19970316,2,24.98
9120,867,19970325,2,28.93
9120,867,19970413,1,14.96
9120,867,19970810,2,26.94
9120,867,19970815,2,29.93
9120,867,19970911,2,25.98
9120,867,19971007,2,25.98
9120,867,19971007,2,25.98
9120,867,19971022,3,37.97
9120,867,19971107,2,25.98
9120,867,19971116,1,12.99
9120,867,19971208,2,27.48
9120,867,19971215,2,26.98
9120,867,19980107,4,46.96
9120,867,19980119,2,24.48
9120,867,19980202,1,11.99
9120,867,19980216,2,25.48
9120,867,19980303,3,37.86
9120,867,19980318,3,38.97
9120,867,19980518,1,14.99
9126,868,19970203,2,50.0
9142,869,19970203,1,15.36
9160,870,19970203,1,14.37
9160,870,19971222,1,8.99
9160,870,19980304,1,14.49
9175,871,19970203,1,15.36
9197,872,19970203,2,29.73
9204,873,19970203,1,15.76
9204,873,19970204,1,9.77
9211,874,19970203,1,14.96
9232,875,19970203,1,9.77
9247,876,19970203,3,56.35
9247,876,19970816,4,46.5
2213,877,19970204,2,28.34
2213,877,19970531,1,26.75
6848,878,19970204,4,47.3
9251,879,19970204,2,32.32
9258,880,19970204,3,27.57
9258,880,19970328,1,14.96
9258,880,19970406,1,15.96
9258,880,19980325,1,12.99
9258,880,19980415,1,6.28
9258,880,19980417,1,28.49
9258,880,19980507,1,14.49
9267,881,19970204,2,29.92
9274,882,19970204,1,30.99
9274,882,19970414,1,10.77
9274,882,19980616,3,26.97
9278,883,19970204,1,14.96
9278,883,19970522,2,29.92
9288,884,19970204,2,27.76
9305,885,19970204,2,23.54
9307,886,19970204,2,65.13
9307,886,19970207,3,60.43
9307,886,19970207,1,7.98
9307,886,19970419,2,18.95
9307,886,19970616,2,32.77
9307,886,19970820,8,123.28
9307,886,19980304,6,74.93
9307,886,19980306,1,60.99
9322,887,19970204,1,10.78
9322,887,19971204,2,35.48
9333,888,19970204,2,42.98
9348,889,19970204,1,14.99
9348,889,19970511,4,51.6
9352,890,19970204,1,6.79
9365,891,19970204,1,19.99
9389,892,19970204,1,15.36
9394,893,19970204,2,48.6
9394,893,19970721,2,45.4
9407,894,19970204,2,11.58
9420,895,19970204,1,19.99
9442,896,19970204,2,30.33
9443,897,19970204,1,6.79
9443,897,19970205,1,11.77
9443,897,19970306,1,5.78
9443,897,19970320,1,9.77
9443,897,19970410,1,14.37
9443,897,19970518,1,6.79
9454,898,19970204,1,13.97
9454,898,19970204,1,13.97
9454,898,19970417,1,14.96
9468,899,19970204,2,22.94
9468,899,19980320,1,11.49
9468,899,19980519,1,8.38
9468,899,19980625,1,9.49
9479,900,19970204,1,13.77
9479,900,19970728,2,54.73
9479,900,19980105,1,16.99
9479,900,19980427,2,35.86
9479,900,19980430,3,44.97
9485,901,19970204,1,52.77
9494,902,19970204,3,33.51
9494,902,19970413,3,53.5
9494,902,19980604,5,60.84
9504,903,19970204,1,14.37
9504,903,19980406,1,22.49
9521,904,19970204,2,31.33
9521,904,19970220,3,35.51
9525,905,19970204,1,15.76
9539,906,19970204,1,20.99
9539,906,19971009,5,68.45
9554,907,19970204,1,14.77
9555,908,19970204,1,15.36
9555,908,19970205,2,26.14
9555,908,19970218,2,28.74
9555,908,19970422,3,39.51
9555,908,19970506,2,24.33
9555,908,19970513,2,20.54
9555,908,19970706,2,30.32
9555,908,19970805,1,15.36
9555,908,19971207,1,10.49
9555,908,19971207,1,10.49
9568,909,19970204,2,25.74
9568,909,19970616,2,30.33
9568,909,19970625,2,25.74
9568,909,19980226,3,34.24
9568,909,19980406,1,9.08
9568,909,19980416,1,8.38
9572,910,19970204,10,224.28
9572,910,19970504,9,152.72
9572,910,19971109,9,204.91
9574,911,19970204,1,11.77
9593,912,19970204,1,4.79
2198,913,19970205,1,13.77
9202,914,19970205,2,23.54
9202,914,19980410,2,23.98
9611,915,19970205,4,37.56
9622,916,19970205,7,92.81
9622,916,19970526,3,36.5
9626,917,19970205,1,13.77
9671,918,19970205,1,12.77
9687,919,19970205,1,8.77
9704,920,19970205,1,13.97
9719,921,19970205,2,30.53
9719,921,19970730,4,65.54
9719,921,19970922,2,45.48
9719,921,19971011,4,59.96
9719,921,19971211,4,59.96
9719,921,19980130,2,45.48
9719,921,19980422,4,59.96
9722,922,19970205,5,65.64
9734,923,19970205,1,14.37
9756,924,19970205,2,12.57
9756,924,19971109,3,29.97
9756,924,19980604,1,12.99
9756,924,19980605,1,14.99
9770,925,19970205,2,29.92
9786,926,19970205,3,37.47
9810,927,19970205,2,24.74
9810,927,19980422,1,12.58
9810,927,19980519,2,23.98
9810,927,19980605,2,23.98
9825,928,19970205,2,20.74
9825,928,19970406,1,14.37
9825,928,19980304,1,10.49
9826,929,19970205,1,13.97
9830,930,19970205,4,38.7
9830,930,19970325,3,44.57
9830,930,19970405,2,20.89
9830,930,19970617,1,9.98
9830,930,19970807,1,24.99
9842,931,19970205,1,14.37
9848,932,19970205,2,24.96
9848,932,19970309,2,25.94
9848,932,19980226,1,12.58
9848,932,19980501,1,9.49
9848,932,19980523,2,29.98
9849,933,19970205,1,20.97
9849,933,19970716,2,28.74
9858,934,19970205,2,29.92
9873,935,19970205,1,14.96
9873,935,19970223,1,17.9
9878,936,19970205,2,39.14
9887,937,19970205,1,11.77
9887,937,19970303,1,15.99
3580,938,19970206,1,35.77
3580,938,19970602,1,14.96
3580,938,19970925,3,8.97
3874,939,19970206,4,58.47
7273,940,19970206,2,24.54
7273,940,19970227,2,29.93
7273,940,19971207,2,25.48
7416,941,19970206,4,51.38
8572,942,19970206,13,182.02
9303,943,19970206,2,26.95
9759,944,19970206,3,31.11
9759,944,19970317,2,31.48
9759,944,19970930,3,56.47
9759,944,19980105,6,78.94
9895,945,19970206,1,15.9
9903,946,19970206,2,27.76
9903,946,19970222,5,75.84
9903,946,19970226,2,18.55
9903,946,19970310,1,9.77
9903,946,19970524,1,12.25
9903,946,19980227,1,10.49
9911,947,19970206,1,18.36
9916,948,19970206,2,30.67
9916,948,19970321,1,14.96
9919,949,19970206,3,32.92
9919,949,19970207,2,20.95
9919,949,19970212,2,26.73
9919,949,19970214,1,4.79
9919,949,19970303,2,26.93
9919,949,19970813,1,8.79
9919,949,19970915,2,21.98
9919,949,19970922,3,30.97
9919,949,19971209,1,12.99
9919,949,19971214,1,12.49
9919,949,19980208,1,4.49
9919,949,19980414,1,12.49
9919,949,19980507,1,11.88
9926,950,19970206,1,14.96
